"Average",,,,,,,,,,,,,"E0",,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - engr.","eyy [1] - engr.","exy [1] - engr.","e1 [1] - engr.","e2 [1] - engr.","gamma [1] - engr.","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
10,0.00288925,-0.00389911,-2.06489e-06,-0.00176574,0.017013,0.0889339,-1.64065e-05,1.95535e-05,8.82746e-06,9.2939e-05,-8.9792e-05,0.169496,1.79724e-05,0.000179832,10.0062,10.006
11,0.00288925,-0.00389911,-2.06489e-06,-0.0199416,0.0234293,0.110368,-6.09962e-05,5.59631e-05,2.64213e-05,8.70286e-05,-9.20617e-05,0.131391,1.49359e-05,0.000149449,10.0062,10.006
12,0.00288925,-0.00389911,-2.06489e-06,-0.0208729,0.0315766,0.121914,-4.12721e-05,4.2663e-05,-2.53672e-05,9.8554e-05,-9.71631e-05,0.00919931,5.13922e-06,5.14232e-05,10.0061,10.006
13,0.00288925,-0.00389911,-2.06489e-06,-0.0025454,0.0348105,0.134018,-1.48774e-05,3.30121e-05,-7.13822e-06,0.000102263,-8.41281e-05,0.149419,2.16117e-05,0.000216248,10.0063,10.006
14,0.00288925,-0.00389911,-2.06489e-06,-0.0313532,0.0417985,0.12552,-4.07177e-05,4.01581e-05,1.1662e-05,9.80122e-05,-9.85718e-05,0.270207,2.63044e-05,0.000263203,10.0063,10.006
15,0.00288925,-0.00389911,-2.06489e-06,-0.0144092,0.0477937,0.131784,-1.02233e-05,-2.69747e-06,5.11257e-05,8.59402e-05,-9.8861e-05,0.344622,-1.316e-05,-0.00013168,10.0059,10.006
16,0.00288925,-0.00389911,-2.06489e-06,-0.023435,0.0530535,0.13767,-2.91264e-05,5.15302e-05,7.33021e-05,0.000123265,-0.000100861,0.610137,4.4261e-05,0.000442877,10.0065,10.006
17,0.00288925,-0.00389911,-2.06489e-06,-0.0242632,0.0618574,0.130148,-2.9963e-06,5.906e-05,3.78485e-05,0.000125517,-6.94536e-05,0.301742,3.32006e-05,0.000332206,10.0064,10.006
18,0.00288925,-0.00389911,-2.06489e-06,-0.0206453,0.0648296,0.138875,-4.47108e-05,6.19559e-05,2.04056e-05,0.00010782,-9.05753e-05,0.238223,1.8638e-05,0.000186493,10.0062,10.006
19,0.00288925,-0.00389911,-2.06489e-06,-0.0281483,0.0718918,0.134228,1.40579e-05,4.29199e-05,5.4648e-06,0.000113764,-5.67863e-05,0.18887,2.51759e-05,0.000251911,10.0063,10.006
20,0.00288925,-0.00389911,-2.06489e-06,-0.0246433,0.0764754,0.135259,-5.92092e-05,4.64888e-05,9.14592e-06,9.4848e-05,-0.000107568,0.332317,5.86371e-06,5.86726e-05,10.0061,10.006
21,0.00288925,-0.00389911,-2.06489e-06,-0.0242043,0.0823373,0.129347,-1.12154e-05,5.99236e-05,5.89112e-05,0.000117989,-6.92812e-05,0.49183,4.38197e-05,0.000438462,10.0065,10.006
22,0.00288925,-0.00389911,-2.06489e-06,-0.0249792,0.0895769,0.121169,-2.01632e-05,4.39615e-05,9.55197e-05,0.000120571,-9.6773e-05,0.602748,1.25525e-05,0.000125601,10.0062,10.006
23,0.00288925,-0.00389911,-2.06489e-06,-0.0198934,0.0929859,0.128369,-5.86251e-05,4.1914e-05,4.98511e-05,9.52574e-05,-0.000111969,0.459061,3.92863e-05,0.0003931,10.0064,10.006
24,0.00288925,-0.00389911,-2.06489e-06,-0.0273002,0.10205,0.126498,-5.82233e-06,4.49512e-05,3.32974e-05,0.000111965,-7.28359e-05,0.273917,4.21105e-05,0.000421359,10.0065,10.006
25,0.00288925,-0.00389911,-2.06489e-06,-0.0242706,0.108199,0.132817,2.09728e-05,3.56318e-05,-2.12503e-05,0.000117205,-6.06001e-05,0.0788261,2.26301e-05,0.000226438,10.0063,10.006
26,0.00288925,-0.00389911,-2.06489e-06,-0.0247183,0.11199,0.13358,1.93046e-05,5.05514e-05,2.81182e-05,0.000128255,-5.83989e-05,0.500636,3.96652e-05,0.000396892,10.0064,10.006
27,0.00288925,-0.00389911,-2.06489e-06,-0.0310529,0.118266,0.132106,1.47939e-05,4.19469e-05,5.65323e-05,0.000117045,-6.03045e-05,0.464266,3.291e-05,0.000329299,10.0064,10.006
28,0.00288925,-0.00389911,-2.06489e-06,-0.0286258,0.123757,0.131039,-2.27869e-05,4.60126e-05,3.15347e-05,0.000122002,-9.87766e-05,0.3387,2.63169e-05,0.000263328,10.0063,10.006
29,0.00288925,-0.00389911,-2.06489e-06,-0.040258,0.129792,0.116695,-3.14505e-05,6.0367e-05,2.76847e-05,0.000114371,-8.54548e-05,0.298459,1.86454e-05,0.000186567,10.0062,10.006
30,0.00288925,-0.00389911,-2.06489e-06,-0.0232409,0.134896,0.127441,4.52257e-06,6.13942e-05,3.09442e-05,0.00014165,-7.57334e-05,0.399667,3.92477e-05,0.000392714,10.0064,10.006
31,0.00288925,-0.00389911,-2.06489e-06,-0.0287418,0.144466,0.121593,-5.63681e-06,4.45476e-05,3.67446e-05,0.000117628,-7.87172e-05,0.366035,1.37966e-05,0.00013805,10.0062,10.006
32,0.00288925,-0.00389911,-2.06489e-06,-0.0260605,0.147715,0.128344,6.17422e-06,4.82924e-05,3.09761e-05,0.000120903,-6.64361e-05,0.285357,1.64481e-05,0.00016458,10.0062,10.006
33,0.00288925,-0.00389911,-2.06489e-06,-0.0240931,0.15642,0.123526,1.72747e-05,2.37272e-05,8.02867e-05,0.000126287,-8.5285e-05,0.557785,3.88859e-05,0.000389094,10.0064,10.006
34,0.00288925,-0.00389911,-2.06489e-06,-0.0258424,0.166533,0.12971,-6.13034e-06,5.67283e-05,6.2982e-05,0.000143963,-9.33655e-05,0.541417,2.49379e-05,0.00024953,10.0063,10.006
35,0.00288925,-0.00389911,-2.06489e-06,-0.0211199,0.166692,0.139027,-2.95313e-06,6.21893e-05,4.93791e-05,0.000146923,-8.76866e-05,0.387656,4.01483e-05,0.000401726,10.0064,10.006
36,0.00288925,-0.00389911,-2.06489e-06,-0.0205312,0.172614,0.139801,-5.15519e-05,7.07076e-05,-2.45187e-05,0.000127129,-0.000107974,-0.0143959,4.02791e-05,0.000403035,10.0064,10.006
37,0.00288925,-0.00389911,-2.06489e-06,-0.0253724,0.180374,0.131981,-1.50655e-05,6.68554e-05,-1.20807e-05,0.000126992,-7.52018e-05,0.193925,3.8673e-05,0.000386964,10.0064,10.006
38,0.00288925,-0.00389911,-2.06489e-06,-0.0244909,0.187793,0.134338,-2.10068e-05,4.96448e-05,3.468e-05,0.000112549,-8.39115e-05,0.377594,1.68588e-05,0.00016869,10.0062,10.006
39,0.00288925,-0.00389911,-2.06489e-06,-0.0265558,0.187267,0.129658,-3.56448e-05,6.02054e-05,4.98024e-05,0.000119421,-9.48606e-05,0.611641,4.50789e-05,0.000451061,10.0065,10.006
40,0.00288925,-0.00389911,-2.06489e-06,-0.0275423,0.196771,0.128743,-2.00983e-05,7.42178e-05,9.2189e-05,0.000137622,-8.35028e-05,0.693133,5.90865e-05,0.000591222,10.0066,10.006
41,0.00288925,-0.00389911,-2.06489e-06,-0.0279412,0.200908,0.12924,-2.17782e-05,5.43745e-05,0.00010693,0.000130496,-9.78995e-05,0.679492,4.94057e-05,0.000494356,10.0065,10.006
42,0.00288925,-0.00389911,-2.06489e-06,-0.0264596,0.209044,0.130934,-6.04666e-06,5.47282e-05,1.39343e-05,0.000123657,-7.49754e-05,0.2729,4.16924e-05,0.000417176,10.0065,10.006
43,0.00288925,-0.00389911,-2.06489e-06,-0.0276432,0.217339,0.12948,-1.92974e-05,5.05801e-05,2.07342e-05,0.00011047,-7.91871e-05,0.365683,3.09373e-05,0.00030956,10.0064,10.006
44,0.00288925,-0.00389911,-2.06489e-06,-0.0283705,0.224085,0.12548,-1.7828e-05,4.05363e-05,6.01359e-05,0.000109599,-8.68907e-05,0.570735,1.38241e-05,0.000138324,10.0062,10.006
45,0.00288925,-0.00389911,-2.06489e-06,-0.0282101,0.227248,0.118732,-2.42177e-05,3.10373e-05,9.42214e-05,0.000113144,-0.000106324,0.594749,4.74513e-05,0.000474799,10.0065,10.006
46,0.00288925,-0.00389911,-2.06489e-06,-0.0280934,0.23393,0.120759,1.04067e-05,5.03049e-05,8.31229e-05,0.000139586,-7.88741e-05,0.447472,1.73949e-05,0.000174054,10.0062,10.006
47,0.00288925,-0.00389911,-2.06489e-06,-0.0282923,0.238684,0.12034,-1.4368e-05,5.62483e-05,3.91151e-05,0.000126556,-8.46755e-05,0.435628,1.02258e-05,0.000102319,10.0061,10.006
48,0.00288925,-0.00389911,-2.06489e-06,-0.0190419,0.244934,0.0888784,-2.80123e-05,4.3366e-05,-1.38277e-05,0.000105401,-9.00476e-05,-0.0971562,1.98648e-05,0.000198768,10.0062,10.006
49,0.00288925,-0.00389911,-2.06489e-06,-0.00045153,0.246937,0.0555824,-1.99523e-05,4.25025e-06,-3.40018e-05,8.12501e-05,-9.69522e-05,-0.264656,1.24497e-05,0.000124572,10.0062,10.006
50,0.00288925,-0.00389911,-2.06489e-06,0.0166467,0.253353,0.0123614,-2.84846e-06,3.67391e-06,-7.08346e-05,9.66723e-05,-9.58469e-05,-0.406409,2.70356e-05,0.00027052,10.0063,10.006
51,0.00288925,-0.00389911,-2.06489e-06,0.0242053,0.251429,-0.00431311,1.06156e-05,-1.74543e-05,-4.17084e-05,0.000106298,-0.000113137,-0.508778,6.16873e-05,0.000617246,10.0067,10.006
52,0.00288925,-0.00389911,-2.06489e-06,0.0275873,0.256895,-0.0781293,-5.76379e-05,-1.79782e-06,-1.28263e-05,0.000113273,-0.000172709,-0.461806,8.6756e-05,0.000868085,10.0069,10.006
53,0.00288925,-0.00389911,-2.06489e-06,0.033845,0.256476,-0.159574,-4.91513e-05,-2.29962e-05,-5.3617e-06,0.000107354,-0.000179502,-0.223488,9.57588e-05,0.000958167,10.007,10.006
54,0.00288925,-0.00389911,-2.06489e-06,0.0371826,0.255923,-0.206068,-7.53198e-06,-2.46452e-05,5.79299e-05,0.000152927,-0.000185104,-0.15144,9.05559e-05,0.000906106,10.007,10.006
55,0.00288925,-0.00389911,-2.06489e-06,0.0369601,0.258143,-0.24884,-6.56762e-05,1.88671e-05,5.72755e-05,0.000166492,-0.000213301,-0.0175668,0.000134285,0.00134366,10.0074,10.006
56,0.00288925,-0.00389911,-2.06489e-06,0.0393228,0.261841,-0.275737,-6.33347e-05,1.76476e-05,-4.27606e-05,0.000181983,-0.00022767,-0.627953,0.000162205,0.00162303,10.0077,10.006
57,0.00288925,-0.00389911,-2.06489e-06,0.0384811,0.26097,-0.304232,-0.000100187,3.99236e-05,-1.1547e-05,0.000182494,-0.000242758,-0.253776,0.000185955,0.00186067,10.0079,10.006
58,0.00288925,-0.00389911,-2.06489e-06,0.03844,0.263158,-0.318174,-2.97434e-05,3.79279e-05,-3.04559e-05,0.000213482,-0.000205297,-0.339985,0.000201744,0.00201866,10.0081,10.006
59,0.00288925,-0.00389911,-2.06489e-06,0.039321,0.263006,-0.338168,-7.56022e-05,6.38681e-05,-2.00465e-05,0.000228143,-0.000239877,-0.291139,0.000236904,0.00237047,10.0084,10.006
60,0.00288925,-0.00389911,-2.06489e-06,0.0363666,0.265983,-0.349625,-8.25642e-05,8.92e-05,-4.68152e-05,0.000235579,-0.000228944,-0.656769,0.000231145,0.00231285,10.0084,10.006
61,0.00288925,-0.00389911,-2.06489e-06,0.0356552,0.264204,-0.36614,-5.78268e-05,0.000132744,3.44681e-05,0.000279617,-0.000204699,0.0875038,0.000328302,0.00328501,10.0093,10.006
62,0.00288925,-0.00389911,-2.06489e-06,0.033641,0.266727,-0.371075,-4.94472e-05,0.000146532,-6.15212e-05,0.000268068,-0.000170983,-0.58042,0.000331696,0.00331897,10.0094,10.006
63,0.00288925,-0.00389911,-2.06489e-06,0.0296299,0.270376,-0.375213,-0.000131237,0.000169586,-3.1692e-05,0.000284563,-0.000246214,-0.383695,0.00035918,0.00359397,10.0096,10.006
64,0.00288925,-0.00389911,-2.06489e-06,0.0270772,0.267602,-0.380467,-0.000117012,0.000240432,-5.66631e-05,0.00031469,-0.00019127,-0.467699,0.000383624,0.00383856,10.0099,10.006
65,0.00288925,-0.00389911,-2.06489e-06,0.0254856,0.269886,-0.383906,-7.03077e-05,0.000234626,-3.26941e-05,0.000349142,-0.000184824,-0.439318,0.000398303,0.00398544,10.01,10.006
66,0.00288925,-0.00389911,-2.06489e-06,0.0236363,0.269476,-0.379531,-8.19421e-05,0.000288545,-7.34624e-05,0.000355603,-0.000149,-0.499475,0.000393417,0.00393654,10.01,10.006
67,0.00288925,-0.00389911,-2.06489e-06,0.0212577,0.269618,-0.3808,-0.000108334,0.000306552,-6.06585e-05,0.000358089,-0.000159871,-0.313168,0.000398636,0.00398877,10.01,10.006
68,0.00288925,-0.00389911,-2.06489e-06,0.0178991,0.270902,-0.385326,-8.2418e-05,0.000337751,-5.33527e-05,0.000392723,-0.000137389,-0.300116,0.000428162,0.0042842,10.0103,10.006
69,0.00288925,-0.00389911,-2.06489e-06,0.0167681,0.270044,-0.388283,-6.71728e-05,0.000368501,-5.4748e-05,0.000423514,-0.000122186,-0.439993,0.000438792,0.00439057,10.0104,10.006
70,0.00288925,-0.00389911,-2.06489e-06,0.0146316,0.271611,-0.389915,-0.000121153,0.000421468,-5.04028e-05,0.000465006,-0.000164691,-0.304973,0.000487029,0.00487324,10.0109,10.006
71,0.00288925,-0.00389911,-2.06489e-06,0.0115462,0.272074,-0.389579,-0.000128848,0.000428172,-7.20734e-05,0.000477487,-0.000178163,-0.419902,0.000473092,0.00473378,10.0108,10.006
72,0.00288925,-0.00389911,-2.06489e-06,0.00802934,0.276058,-0.393917,-0.000138809,0.000440076,-5.59425e-05,0.000496458,-0.000195191,-0.39481,0.000484821,0.00485114,10.0109,10.006
73,0.00288925,-0.00389911,-2.06489e-06,0.0106905,0.2699,-0.399628,-0.000146981,0.000498317,-1.35781e-05,0.000537856,-0.00018652,-0.167171,0.000525938,0.00526256,10.0113,10.006
74,0.00288925,-0.00389911,-2.06489e-06,0.00696313,0.276654,-0.397092,-0.000141323,0.000491769,-3.52069e-05,0.000547477,-0.000197031,-0.0542466,0.000514392,0.00514703,10.0112,10.006
75,0.00288925,-0.00389911,-2.06489e-06,0.00706418,0.272453,-0.400614,-0.000139843,0.000534971,-5.34878e-05,0.000593735,-0.000198607,-0.27783,0.0005589,0.00559238,10.0116,10.006
76,0.00288925,-0.00389911,-2.06489e-06,0.00640248,0.275814,-0.406402,-0.000119646,0.000577843,-5.46641e-05,0.000640826,-0.000182629,0.0219081,0.000586815,0.0058717,10.0119,10.006
77,0.00288925,-0.00389911,-2.06489e-06,0.00347099,0.275754,-0.405177,-0.000139253,0.000631573,-0.000130508,0.000690593,-0.000198273,-0.779892,0.000634509,0.00634893,10.0124,10.006
78,0.00288925,-0.00389911,-2.06489e-06,0.000897848,0.279095,-0.406077,-0.000128684,0.000614058,-6.57413e-05,0.000682439,-0.000197065,0.238196,0.000602623,0.00602987,10.0121,10.006
79,0.00288925,-0.00389911,-2.06489e-06,-0.000255048,0.275028,-0.404619,-0.000170095,0.000658725,-3.55163e-05,0.000713861,-0.000225231,0.0712319,0.000614443,0.00614814,10.0122,10.006
80,0.00288925,-0.00389911,-2.06489e-06,-0.0025962,0.280681,-0.409285,-0.000176927,0.000688444,-2.51538e-06,0.000736543,-0.000225026,0.352175,0.000645043,0.00645433,10.0125,10.006
81,0.00288925,-0.00389911,-2.06489e-06,-0.00228046,0.278496,-0.411862,-8.1403e-05,0.000718192,-6.35032e-05,0.000793582,-0.000156793,0.072655,0.000665082,0.00665484,10.0127,10.006
82,0.00288925,-0.00389911,-2.06489e-06,-0.00164719,0.277794,-0.419518,-0.000146696,0.000751059,-5.35039e-05,0.000802474,-0.000198111,-0.00114812,0.000687783,0.00688198,10.0129,10.006
83,0.00288925,-0.00389911,-2.06489e-06,-0.00366004,0.280362,-0.409849,-0.000154933,0.000772433,-5.89275e-05,0.00083769,-0.000220191,0.00111197,0.00068898,0.00689397,10.0129,10.006
84,0.00288925,-0.00389911,-2.06489e-06,-0.00232247,0.279548,-0.419503,-0.000191795,0.000782592,-6.20031e-05,0.000839426,-0.000248629,0.200684,0.00068961,0.00690027,10.0129,10.006
85,0.00288925,-0.00389911,-2.06489e-06,-0.00309012,0.281652,-0.424573,-0.000176141,0.0008116,-5.3281e-05,0.000865741,-0.000230283,0.324872,0.000720981,0.00721417,10.0133,10.006
86,0.00288925,-0.00389911,-2.06489e-06,-0.00623676,0.281919,-0.422764,-0.000179326,0.000832093,-3.1764e-05,0.000881725,-0.000228957,0.364713,0.000742412,0.00742861,10.0135,10.006
87,0.00288925,-0.00389911,-2.06489e-06,-0.00763953,0.283236,-0.423462,-0.000224846,0.000854162,-2.07404e-05,0.000903804,-0.000274487,0.288549,0.000754155,0.00754611,10.0136,10.006
88,0.00288925,-0.00389911,-2.06489e-06,-0.00951947,0.283659,-0.430463,-0.000218008,0.000898632,-5.19088e-05,0.000930611,-0.000249987,-0.00152515,0.000770704,0.0077117,10.0138,10.006
89,0.00288925,-0.00389911,-2.06489e-06,-0.0112752,0.282342,-0.428799,-0.000241661,0.00090061,-6.79597e-05,0.000933583,-0.000274635,0.0299283,0.000793486,0.00793965,10.014,10.006
90,0.00288925,-0.00389911,-2.06489e-06,-0.0125731,0.285984,-0.430214,-0.000237242,0.000940589,-3.36613e-05,0.000970352,-0.000267005,0.167179,0.000829373,0.00829874,10.0143,10.006
91,0.00288925,-0.00389911,-2.06489e-06,-0.0119897,0.287292,-0.435119,-0.000208509,0.000962969,-3.0132e-05,0.00101555,-0.000261088,-0.063807,0.000840719,0.00841228,10.0145,10.006
92,0.00288925,-0.00389911,-2.06489e-06,-0.0114399,0.284884,-0.436355,-0.00023878,0.000985135,-7.63747e-05,0.00103313,-0.000286772,0.0598827,0.000860882,0.00861402,10.0147,10.006
93,0.00288925,-0.00389911,-2.06489e-06,-0.0123568,0.285268,-0.43848,-0.000237007,0.00102983,-3.25772e-06,0.00106219,-0.000269368,0.340994,0.000901309,0.00901853,10.0151,10.006
94,0.00288925,-0.00389911,-2.06489e-06,-0.0150609,0.289414,-0.433912,-0.000284661,0.00101177,-1.32649e-06,0.00105478,-0.000327667,0.265582,0.000868036,0.00868561,10.0147,10.006
95,0.00288925,-0.00389911,-2.06489e-06,-0.0159989,0.290817,-0.441733,-0.000197347,0.00105918,-3.01486e-05,0.00109512,-0.000233284,0.322455,0.000917276,0.00917831,10.0152,10.006
96,0.00288925,-0.00389911,-2.06489e-06,-0.0159976,0.290358,-0.446469,-0.000236187,0.00108962,-5.50245e-05,0.00112507,-0.000271639,-0.000892612,0.000929494,0.00930056,10.0153,10.006
97,0.00288925,-0.00389911,-2.06489e-06,-0.0179477,0.288689,-0.440293,-0.00026202,0.00111047,-4.60527e-05,0.00114653,-0.000298082,0.0961617,0.000944752,0.00945323,10.0155,10.006
98,0.00288925,-0.00389911,-2.06489e-06,-0.0177413,0.291357,-0.446999,-0.000311145,0.0011231,-4.47681e-07,0.00115564,-0.000343687,0.355599,0.00095184,0.00952416,10.0156,10.006
99,0.00288925,-0.00389911,-2.06489e-06,-0.0192131,0.292515,-0.447228,-0.000290731,0.00116982,-6.31343e-05,0.00120309,-0.000324001,-0.161604,0.00101934,0.0101996,10.0162,10.006
100,0.00288925,-0.00389911,-2.06489e-06,-0.0201993,0.293536,-0.447626,-0.000245531,0.00120581,-6.65865e-05,0.00124415,-0.000283865,-0.270289,0.000990698,0.00991297,10.016,10.006
101,0.00288925,-0.00389911,-2.06489e-06,-0.0211609,0.293782,-0.45271,-0.000296526,0.00122983,5.63515e-06,0.00126559,-0.00033228,0.258101,0.00106696,0.010676,10.0167,10.006
102,0.00288925,-0.00389911,-2.06489e-06,-0.0223741,0.294713,-0.452188,-0.000244711,0.00120623,-7.36056e-05,0.00124776,-0.000286235,-0.315961,0.00101349,0.010141,10.0162,10.006
103,0.00288925,-0.00389911,-2.06489e-06,-0.0226135,0.297625,-0.455162,-0.00030171,0.00124193,-3.53282e-05,0.00128009,-0.000339878,0.13386,0.00106622,0.0106686,10.0167,10.006
104,0.00288925,-0.00389911,-2.06489e-06,-0.0239221,0.2974,-0.457633,-0.000277636,0.00126152,-2.07772e-05,0.00130579,-0.000321906,0.0560894,0.00109706,0.0109773,10.017,10.006
105,0.00288925,-0.00389911,-2.06489e-06,-0.0245814,0.297171,-0.458591,-0.000268691,0.00128891,-2.98831e-05,0.00131867,-0.00029845,-0.124058,0.00110833,0.01109,10.0171,10.006
106,0.00288925,-0.00389911,-2.06489e-06,-0.0267584,0.298215,-0.465489,-0.000295627,0.00131832,-6.04406e-05,0.00134393,-0.000321245,-0.337086,0.00112033,0.0112101,10.0173,10.006
107,0.00288925,-0.00389911,-2.06489e-06,-0.0255856,0.300073,-0.464451,-0.000354396,0.00132914,-5.14271e-05,0.00135835,-0.000383605,-0.0968405,0.00114965,0.0115035,10.0175,10.006
108,0.00288925,-0.00389911,-2.06489e-06,-0.0269891,0.299791,-0.464988,-0.000326783,0.00136726,-1.73347e-05,0.00139643,-0.000355952,-0.0743098,0.0011578,0.011585,10.0176,10.006
109,0.00288925,-0.00389911,-2.06489e-06,-0.0258711,0.302415,-0.465728,-0.000363272,0.00137028,-3.08715e-05,0.00139746,-0.000390446,-0.104949,0.00116809,0.011688,10.0177,10.006
110,0.00288925,-0.00389911,-2.06489e-06,-0.0286339,0.301633,-0.464245,-0.000352842,0.00140454,-3.12612e-05,0.00143201,-0.000380308,-0.267293,0.00122009,0.0122083,10.0183,10.006
111,0.00288925,-0.00389911,-2.06489e-06,-0.0299275,0.30526,-0.459399,-0.000358971,0.00140437,-2.14454e-05,0.00142822,-0.000382823,-0.0810363,0.00119304,0.0119376,10.018,10.006
112,0.00288925,-0.00389911,-2.06489e-06,-0.0324025,0.307566,-0.463274,-0.000305271,0.00140914,-6.58632e-05,0.00143888,-0.000335004,-0.29552,0.00123398,0.0123473,10.0184,10.006
113,0.00288925,-0.00389911,-2.06489e-06,-0.0316535,0.305387,-0.469182,-0.00033708,0.00143805,-4.26907e-05,0.001463,-0.000362025,-0.21477,0.00124601,0.0124676,10.0185,10.006
114,0.00288925,-0.00389911,-2.06489e-06,-0.0326932,0.309648,-0.468798,-0.000359273,0.00139465,-4.69222e-05,0.00141175,-0.000376368,0.00692531,0.00122087,0.0122161,10.0183,10.006
115,0.00288925,-0.00389911,-2.06489e-06,-0.0312105,0.305639,-0.469562,-0.000377945,0.00148392,-3.72001e-05,0.0015062,-0.000400228,0.0381328,0.00127602,0.0127679,10.0188,10.006
116,0.00288925,-0.00389911,-2.06489e-06,-0.034637,0.31102,-0.46983,-0.000358537,0.00149063,-7.89601e-05,0.0015115,-0.000379406,-0.279114,0.00130856,0.0130935,10.0191,10.006
117,0.00288925,-0.00389911,-2.06489e-06,-0.0354618,0.309738,-0.469978,-0.000392652,0.00154318,-8.52369e-05,0.00156404,-0.000413506,-0.120872,0.00131844,0.0131924,10.0192,10.006
118,0.00288925,-0.00389911,-2.06489e-06,-0.0368683,0.309942,-0.46619,-0.000342457,0.00155719,-8.1101e-05,0.00158684,-0.00037211,-0.199275,0.00138189,0.0138273,10.0199,10.006
119,0.00288925,-0.00389911,-2.06489e-06,-0.0399499,0.313565,-0.470005,-0.000342074,0.00157354,-0.000133388,0.00159967,-0.000368201,-0.683591,0.00138962,0.0139046,10.0199,10.006
120,0.00288925,-0.00389911,-2.06489e-06,-0.0388752,0.313205,-0.473061,-0.000340497,0.00158928,-0.000120059,0.00161498,-0.000366197,-0.348185,0.00137953,0.0138036,10.0198,10.006
121,0.00288925,-0.00389911,-2.06489e-06,-0.0401535,0.315084,-0.472139,-0.00037388,0.00159284,-0.000107912,0.00162137,-0.000402403,-0.159294,0.00142031,0.0142117,10.0203,10.006
122,0.00288925,-0.00389911,-2.06489e-06,-0.0411123,0.317683,-0.474599,-0.000403509,0.00160945,-0.00012721,0.00163236,-0.000426424,-0.420118,0.00145421,0.0145509,10.0206,10.006
123,0.00288925,-0.00389911,-2.06489e-06,-0.0426745,0.316506,-0.472377,-0.000391136,0.00164207,-0.000118447,0.00166532,-0.000414382,-0.320655,0.00145871,0.0145959,10.0206,10.006
124,0.00288925,-0.00389911,-2.06489e-06,-0.042662,0.318647,-0.474427,-0.000409478,0.00165312,-7.37697e-05,0.00167817,-0.000434524,-0.108615,0.00146394,0.0146482,10.0207,10.006
125,0.00288925,-0.00389911,-2.06489e-06,-0.0431645,0.319934,-0.476126,-0.000371015,0.00168163,-0.00016585,0.00170649,-0.000395875,-0.580234,0.00150204,0.0150295,10.0211,10.006
126,0.00288925,-0.00389911,-2.06489e-06,-0.0446163,0.318518,-0.476742,-0.000422958,0.00166799,-9.3058e-05,0.001693,-0.000447972,-0.0081421,0.00146888,0.0146977,10.0207,10.006
127,0.00288925,-0.00389911,-2.06489e-06,-0.0470862,0.322267,-0.473724,-0.000423525,0.00170057,-0.000132651,0.00172965,-0.000452602,-0.456779,0.00151857,0.0151948,10.0212,10.006
