Count,Filename_0_0,Filename_0_1,Time_0_0,Time_0_1,cDAQ1Mod1/ai0,cDAQ1Mod1/ai1,cDAQ1Mod1/ai2,cDAQ1Mod1/ai3,Load,,,
14,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000014_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000014_1.tif,34.968885,34.969231,-0.001508,-10.383721,-10.430638,-10.389762,0.009366,0.000000,0.000000,0.000000
15,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000015_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000015_1.tif,35.468738,35.469158,-0.001508,-10.383721,-10.430638,-10.389762,0.009366,0.000000,0.000000,0.000000
16,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000016_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000016_1.tif,35.968852,35.969188,-0.002146,-10.383721,-10.430638,-10.389762,0.007493,0.000000,0.000000,0.000000
17,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000017_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000017_1.tif,36.468873,36.469252,-0.002146,-10.383721,-10.430638,-10.389762,0.007493,0.000000,0.000000,0.000000
18,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000018_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000018_1.tif,36.968932,36.969251,-0.002146,-10.383721,-10.430638,-10.389762,0.007493,0.000000,0.000000,0.000000
19,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000019_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000019_1.tif,37.468869,37.469236,-0.000551,-10.383721,-10.430638,-10.389762,0.012176,0.000000,0.000000,0.000000
20,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000020_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000020_1.tif,37.968908,37.969359,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
21,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000021_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000021_1.tif,38.468877,38.469149,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
22,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000022_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000022_1.tif,38.968885,38.969197,-0.002146,-10.383721,-10.430638,-10.389762,0.007493,0.000000,0.000000,0.000000
23,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000023_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000023_1.tif,39.468890,39.469253,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
24,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000024_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000024_1.tif,39.968842,39.969131,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
25,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000025_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000025_1.tif,40.468887,40.469250,-0.001508,-10.383721,-10.430638,-10.389762,0.009366,0.000000,0.000000,0.000000
26,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000026_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000026_1.tif,40.968886,40.969197,-0.000551,-10.383721,-10.430638,-10.389762,0.012176,0.000000,0.000000,0.000000
27,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000027_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000027_1.tif,41.468886,41.469233,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
28,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000028_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000028_1.tif,41.968833,41.969108,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
29,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000029_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000029_1.tif,42.468845,42.469318,-0.000551,-10.383721,-10.430638,-10.389762,0.012176,0.000000,0.000000,0.000000
30,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000030_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000030_1.tif,42.968939,42.969171,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
31,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000031_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000031_1.tif,43.468887,43.469231,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
32,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000032_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000032_1.tif,43.968935,43.969245,-0.000551,-10.383721,-10.430638,-10.389762,0.012176,0.000000,0.000000,0.000000
33,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000033_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000033_1.tif,44.468924,44.469225,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
34,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000034_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000034_1.tif,44.968833,44.969196,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
35,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000035_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000035_1.tif,45.468944,45.469261,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
36,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000036_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000036_1.tif,45.968848,45.969121,-0.001508,-10.383721,-10.430638,-10.389762,0.009366,0.000000,0.000000,0.000000
37,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000037_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000037_1.tif,46.468935,46.469234,-0.000551,-10.383721,-10.430638,-10.389762,0.012176,0.000000,0.000000,0.000000
38,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000038_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000038_1.tif,46.968839,46.969207,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
39,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000039_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000039_1.tif,47.468874,47.469249,-0.000233,-10.383721,-10.430638,-10.389762,0.013113,0.000000,0.000000,0.000000
40,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000040_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000040_1.tif,47.968828,47.969169,-0.000551,-10.383721,-10.430638,-10.389762,0.012176,0.000000,0.000000,0.000000
41,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000041_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000041_1.tif,48.468919,48.469197,0.000724,-10.383721,-10.430638,-10.389762,0.015923,0.000000,0.000000,0.000000
42,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000042_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000042_1.tif,48.968845,48.969133,-0.000233,-10.383721,-10.430638,-10.389762,0.013113,0.000000,0.000000,0.000000
43,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000043_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000043_1.tif,49.468961,49.469479,0.000086,-10.383721,-10.430638,-10.389762,0.014050,0.000000,0.000000,0.000000
44,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000044_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000044_1.tif,49.968945,49.969167,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
45,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000045_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000045_1.tif,50.468825,50.469123,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
46,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000046_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000046_1.tif,50.968863,50.969138,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
47,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000047_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000047_1.tif,51.468904,51.469412,0.000724,-10.383721,-10.430638,-10.389762,0.015923,0.000000,0.000000,0.000000
48,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000048_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000048_1.tif,51.968855,51.969381,0.002318,-10.383721,-10.430638,-10.389762,0.020606,0.000000,0.000000,0.000000
49,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000049_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000049_1.tif,52.468764,52.469054,0.006781,-10.383721,-10.430638,-10.389762,0.033719,0.000000,0.000000,0.000000
50,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000050_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000050_1.tif,52.968866,52.969335,0.016026,-10.383721,-10.430638,-10.389762,0.060882,0.000000,0.000000,0.000000
51,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000051_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000051_1.tif,53.468927,53.469254,0.023678,-10.383721,-10.430638,-10.389762,0.083362,0.000000,0.000000,0.000000
52,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000052_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000052_1.tif,53.968853,53.969308,0.032604,-10.383721,-10.430638,-10.389762,0.109588,0.000000,0.000000,0.000000
53,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000053_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000053_1.tif,54.468920,54.469285,0.043444,-10.383721,-10.430638,-10.389762,0.141434,0.000000,0.000000,0.000000
54,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000054_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000054_1.tif,54.968885,54.969288,0.053964,-10.383721,-10.430638,-10.389762,0.172344,0.000000,0.000000,0.000000
55,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000055_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000055_1.tif,55.468896,55.469264,0.065123,-10.383721,-10.430638,-10.389762,0.205127,0.000000,0.000000,0.000000
56,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000056_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000056_1.tif,55.968886,55.969245,0.074687,-10.383721,-10.430638,-10.389762,0.233226,0.000000,0.000000,0.000000
57,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000057_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000057_1.tif,56.468929,56.469233,0.085526,-10.383721,-10.430638,-10.389762,0.265072,0.000000,0.000000,0.000000
58,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000058_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000058_1.tif,56.968885,56.969214,0.096366,-10.383721,-10.430638,-10.389762,0.296919,0.000000,0.000000,0.000000
59,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000059_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000059_1.tif,57.468893,57.469264,0.105930,-10.383721,-10.430638,-10.389762,0.325018,0.000000,0.000000,0.000000
60,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000060_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000060_1.tif,57.968839,57.969113,0.112943,-10.383721,-10.430638,-10.389762,0.345625,0.000000,0.000000,0.000000
61,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000061_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000061_1.tif,58.468884,58.469211,0.122826,-10.383721,-10.430638,-10.389762,0.374661,0.000000,0.000000,0.000000
62,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000062_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000062_1.tif,58.968921,58.969379,0.129521,-10.383721,-10.430638,-10.389762,0.394330,0.000000,0.000000,0.000000
63,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000063_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000063_1.tif,59.468910,59.469205,0.136216,-10.383721,-10.430638,-10.389762,0.414000,0.000000,0.000000,0.000000
64,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000064_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000064_1.tif,59.968876,59.969236,0.142274,-10.383721,-10.430638,-10.389762,0.431797,0.000000,0.000000,0.000000
65,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000065_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000065_1.tif,60.468893,60.469444,0.147693,-10.383721,-10.430638,-10.389762,0.447720,0.000000,0.000000,0.000000
66,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000066_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000066_1.tif,60.968879,60.969115,0.152475,-10.383721,-10.430638,-10.389762,0.461769,0.000000,0.000000,0.000000
67,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000067_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000067_1.tif,61.469022,61.469399,0.156301,-10.383721,-10.430638,-10.389762,0.473009,0.000000,0.000000,0.000000
68,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000068_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000068_1.tif,61.968989,61.969385,0.160127,-10.383721,-10.430638,-10.389762,0.484249,0.000000,0.000000,0.000000
69,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000069_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000069_1.tif,62.469023,62.469345,0.165228,-10.383721,-10.430638,-10.389762,0.499235,0.000000,0.000000,0.000000
70,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000070_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000070_1.tif,62.968947,62.969203,0.170647,-10.383721,-10.430638,-10.389762,0.515159,0.000000,0.000000,0.000000
71,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000071_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000071_1.tif,63.468931,63.469352,0.176067,-10.383721,-10.430638,-10.389762,0.531082,0.000000,0.000000,0.000000
72,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000072_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000072_1.tif,63.968922,63.969242,0.180530,-10.383721,-10.430638,-10.389762,0.544195,0.000000,0.000000,0.000000
73,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000073_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000073_1.tif,64.468955,64.469242,0.184037,-10.383721,-10.430638,-10.389762,0.554498,0.000000,0.000000,0.000000
74,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000074_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000074_1.tif,64.968877,64.969202,0.189457,-10.383721,-10.430638,-10.389762,0.570421,0.000000,0.000000,0.000000
75,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000075_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000075_1.tif,65.468858,65.469464,0.194239,-10.383721,-10.430638,-10.389762,0.584471,0.000000,0.000000,0.000000
76,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000076_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000076_1.tif,65.968904,65.969364,0.199340,-10.383721,-10.430638,-10.389762,0.599457,0.000000,0.000000,0.000000
77,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000077_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000077_1.tif,66.468897,66.469222,0.202528,-10.383721,-10.430638,-10.389762,0.608824,0.000000,0.000000,0.000000
78,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000078_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000078_1.tif,66.968851,66.969139,0.206672,-10.383721,-10.430638,-10.389762,0.621000,0.000000,0.000000,0.000000
79,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000079_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000079_1.tif,67.468902,67.469209,0.213049,-10.383721,-10.430638,-10.389762,0.639733,0.000000,0.000000,0.000000
80,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000080_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000080_1.tif,67.968865,67.969198,0.216555,-10.383721,-10.430638,-10.389762,0.650036,0.000000,0.000000,0.000000
81,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000081_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000081_1.tif,68.468891,68.469334,0.220062,-10.383721,-10.430638,-10.389762,0.660340,0.000000,0.000000,0.000000
82,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000082_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000082_1.tif,68.968835,68.969120,0.224844,-10.383721,-10.430638,-10.389762,0.674389,0.000000,0.000000,0.000000
83,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000083_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000083_1.tif,69.468908,69.469314,0.228670,-10.383721,-10.430638,-10.389762,0.685629,0.000000,0.000000,0.000000
84,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000084_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000084_1.tif,69.968866,69.969226,0.233133,-10.383721,-10.430638,-10.389762,0.698742,0.000000,0.000000,0.000000
85,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000085_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000085_1.tif,70.468900,70.469257,0.239191,-10.383721,-10.430638,-10.389762,0.716539,0.000000,0.000000,0.000000
86,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000086_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000086_1.tif,70.968911,70.969205,0.244292,-10.383721,-10.430638,-10.389762,0.731525,0.000000,0.000000,0.000000
87,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000087_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000087_1.tif,71.468878,71.469287,0.248436,-10.383721,-10.430638,-10.389762,0.743702,0.000000,0.000000,0.000000
88,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000088_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000088_1.tif,71.968882,71.969246,0.254812,-10.383721,-10.430638,-10.389762,0.762435,0.000000,0.000000,0.000000
89,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000089_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000089_1.tif,72.468911,72.469266,0.260551,-10.383721,-10.430638,-10.389762,0.779294,0.000000,0.000000,0.000000
90,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000090_0.tif,C:/Users/VicUser/Documents/RobC/20260801/VF1_2_1\VF1_2_1-00000090_1.tif,72.968858,72.969196,0.265652,-10.383721,-10.430638,-10.389762,0.794281,0.000000,0.000000,0.000000
