Count,Filename_0_0,Filename_0_1,Time_0_0,Time_0_1,cDAQ1Mod1/ai0,cDAQ1Mod1/ai1,cDAQ1Mod1/ai2,cDAQ1Mod1/ai3,Load,,,
17,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000017_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000017_1.tif,66.224773,66.225076,-0.001508,-10.383721,-10.430638,-10.389762,0.009366,0.000000,0.000000,0.000000
18,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000018_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000018_1.tif,66.724767,66.725119,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
19,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000019_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000019_1.tif,67.224863,67.225191,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
20,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000020_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000020_1.tif,67.724843,67.725166,-0.002146,-10.383721,-10.430638,-10.389762,0.007493,0.000000,0.000000,0.000000
21,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000021_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000021_1.tif,68.224772,68.225122,-0.001508,-10.383721,-10.430638,-10.389762,0.009366,0.000000,0.000000,0.000000
22,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000022_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000022_1.tif,68.724855,68.725174,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
23,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000023_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000023_1.tif,69.224823,69.225128,-0.002146,-10.383721,-10.430638,-10.389762,0.007493,0.000000,0.000000,0.000000
24,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000024_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000024_1.tif,69.724780,69.725155,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
25,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000025_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000025_1.tif,70.224787,70.225133,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
26,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000026_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000026_1.tif,70.724758,70.725131,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
27,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000027_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000027_1.tif,71.224754,71.225047,0.000086,-10.383721,-10.430638,-10.389762,0.014050,0.000000,0.000000,0.000000
28,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000028_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000028_1.tif,71.724759,71.725074,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
29,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000029_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000029_1.tif,72.224740,72.225033,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
30,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000030_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000030_1.tif,72.724687,72.725066,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
31,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000031_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000031_1.tif,73.224766,73.225041,-0.000551,-10.383721,-10.430638,-10.389762,0.012176,0.000000,0.000000,0.000000
32,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000032_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000032_1.tif,73.724750,73.725029,-0.001508,-10.383721,-10.430638,-10.389762,0.009366,0.000000,0.000000,0.000000
33,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000033_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000033_1.tif,74.224754,74.225047,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
34,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000034_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000034_1.tif,74.724750,74.725087,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
35,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000035_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000035_1.tif,75.224797,75.225126,-0.001189,-10.383721,-10.430638,-10.389762,0.010303,0.000000,0.000000,0.000000
36,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000036_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000036_1.tif,75.724802,75.725103,-0.000870,-10.383721,-10.430638,-10.389762,0.011240,0.000000,0.000000,0.000000
37,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000037_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000037_1.tif,76.224775,76.225045,-0.001827,-10.383721,-10.430638,-10.389762,0.008430,0.000000,0.000000,0.000000
38,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000038_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000038_1.tif,76.724731,76.725083,0.000086,-10.383721,-10.430638,-10.389762,0.014050,0.000000,0.000000,0.000000
39,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000039_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000039_1.tif,77.224848,77.225194,-0.000233,-10.383721,-10.430638,-10.389762,0.013113,0.000000,0.000000,0.000000
40,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000040_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000040_1.tif,77.724770,77.725085,-0.007246,-10.383721,-10.430638,-10.389762,-0.007493,0.000000,0.000000,0.000000
41,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000041_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000041_1.tif,78.224743,78.225025,0.000086,-10.383721,-10.430638,-10.389762,0.014050,0.000000,0.000000,0.000000
42,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000042_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000042_1.tif,78.724773,78.725150,0.001999,-10.383721,-10.430638,-10.389762,0.019670,0.000000,0.000000,0.000000
43,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000043_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000043_1.tif,79.224759,79.225042,0.002637,-10.383721,-10.430638,-10.389762,0.021543,0.000000,0.000000,0.000000
44,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000044_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000044_1.tif,79.724787,79.725187,0.005187,-10.383721,-10.430638,-10.389762,0.029036,0.000000,0.000000,0.000000
45,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000045_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000045_1.tif,80.224750,80.225026,0.007419,-10.383721,-10.430638,-10.389762,0.035593,0.000000,0.000000,0.000000
46,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000046_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000046_1.tif,80.724799,80.725106,0.008375,-10.383721,-10.430638,-10.389762,0.038403,0.000000,0.000000,0.000000
47,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000047_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000047_1.tif,81.224716,81.225076,0.009969,-10.383721,-10.430638,-10.389762,0.043086,0.000000,0.000000,0.000000
48,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000048_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000048_1.tif,81.724694,81.725070,0.013476,-10.383721,-10.430638,-10.389762,0.053389,0.000000,0.000000,0.000000
49,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000049_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000049_1.tif,82.224753,82.225029,0.020171,-10.383721,-10.430638,-10.389762,0.073059,0.000000,0.000000,0.000000
50,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000050_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000050_1.tif,82.724823,82.725142,0.031329,-10.383721,-10.430638,-10.389762,0.105842,0.000000,0.000000,0.000000
51,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000051_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000051_1.tif,83.224781,83.225043,0.040574,-10.383721,-10.430638,-10.389762,0.133005,0.000000,0.000000,0.000000
52,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000052_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000052_1.tif,83.724723,83.724978,0.052052,-10.383721,-10.430638,-10.389762,0.166724,0.000000,0.000000,0.000000
53,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000053_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000053_1.tif,84.224719,84.225045,0.062253,-10.383721,-10.430638,-10.389762,0.196697,0.000000,0.000000,0.000000
54,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000054_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000054_1.tif,84.724756,84.725107,0.073093,-10.383721,-10.430638,-10.389762,0.228543,0.000000,0.000000,0.000000
55,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000055_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000055_1.tif,85.224739,85.225020,0.084889,-10.383721,-10.430638,-10.389762,0.263199,0.000000,0.000000,0.000000
56,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000056_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000056_1.tif,85.724748,85.725038,0.096047,-10.383721,-10.430638,-10.389762,0.295982,0.000000,0.000000,0.000000
57,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000057_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000057_1.tif,86.224782,86.225004,0.106249,-10.383721,-10.430638,-10.389762,0.325955,0.000000,0.000000,0.000000
58,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000058_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000058_1.tif,86.724702,86.725137,0.115175,-10.383721,-10.430638,-10.389762,0.352181,0.000000,0.000000,0.000000
59,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000059_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000059_1.tif,87.224731,87.225075,0.123783,-10.383721,-10.430638,-10.389762,0.377471,0.000000,0.000000,0.000000
60,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000060_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000060_1.tif,87.724766,87.725138,0.133666,-10.383721,-10.430638,-10.389762,0.406507,0.000000,0.000000,0.000000
61,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000061_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000061_1.tif,88.224715,88.225060,0.139404,-10.383721,-10.430638,-10.389762,0.423367,0.000000,0.000000,0.000000
62,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000062_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000062_1.tif,88.724785,88.725061,0.147693,-10.383721,-10.430638,-10.389762,0.447720,0.000000,0.000000,0.000000
63,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000063_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000063_1.tif,89.224721,89.225166,0.154069,-10.383721,-10.430638,-10.389762,0.466453,0.000000,0.000000,0.000000
64,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000064_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000064_1.tif,89.724738,89.725079,0.158852,-10.383721,-10.430638,-10.389762,0.480502,0.000000,0.000000,0.000000
65,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000065_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000065_1.tif,90.224701,90.225096,0.163952,-10.383721,-10.430638,-10.389762,0.495489,0.000000,0.000000,0.000000
66,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000066_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000066_1.tif,90.724711,90.725110,0.168416,-10.383721,-10.430638,-10.389762,0.508602,0.000000,0.000000,0.000000
67,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000067_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000067_1.tif,91.224770,91.225086,0.172560,-10.383721,-10.430638,-10.389762,0.520778,0.000000,0.000000,0.000000
68,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000068_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000068_1.tif,91.724817,91.725131,0.175429,-10.383721,-10.430638,-10.389762,0.529208,0.000000,0.000000,0.000000
69,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000069_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000069_1.tif,92.224719,92.225053,0.180212,-10.383721,-10.430638,-10.389762,0.543258,0.000000,0.000000,0.000000
70,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000070_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000070_1.tif,92.724801,92.725162,0.183081,-10.383721,-10.430638,-10.389762,0.551688,0.000000,0.000000,0.000000
71,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000071_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000071_1.tif,93.224806,93.225167,0.188500,-10.383721,-10.430638,-10.389762,0.567611,0.000000,0.000000,0.000000
72,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000072_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000072_1.tif,93.724730,93.725122,0.190732,-10.383721,-10.430638,-10.389762,0.574168,0.000000,0.000000,0.000000
73,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000073_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000073_1.tif,94.224743,94.225084,0.194877,-10.383721,-10.430638,-10.389762,0.586344,0.000000,0.000000,0.000000
74,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000074_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000074_1.tif,94.724801,94.725243,0.199021,-10.383721,-10.430638,-10.389762,0.598521,0.000000,0.000000,0.000000
75,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000075_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000075_1.tif,95.224917,95.225179,0.204441,-10.383721,-10.430638,-10.389762,0.614444,0.000000,0.000000,0.000000
76,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000076_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000076_1.tif,95.724780,95.725193,0.209223,-10.383721,-10.430638,-10.389762,0.628493,0.000000,0.000000,0.000000
77,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000077_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000077_1.tif,96.224871,96.225207,0.212411,-10.383721,-10.430638,-10.389762,0.637860,0.000000,0.000000,0.000000
78,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000078_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000078_1.tif,96.724845,96.725158,0.219743,-10.383721,-10.430638,-10.389762,0.659403,0.000000,0.000000,0.000000
79,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000079_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000079_1.tif,97.224891,97.225114,0.222932,-10.383721,-10.430638,-10.389762,0.668769,0.000000,0.000000,0.000000
80,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000080_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000080_1.tif,97.724856,97.725120,0.228032,-10.383721,-10.430638,-10.389762,0.683756,0.000000,0.000000,0.000000
81,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000081_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000081_1.tif,98.224770,98.225094,0.231539,-10.383721,-10.430638,-10.389762,0.694059,0.000000,0.000000,0.000000
82,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000082_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000082_1.tif,98.724739,98.725103,0.236321,-10.383721,-10.430638,-10.389762,0.708109,0.000000,0.000000,0.000000
83,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000083_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000083_1.tif,99.224767,99.225040,0.241422,-10.383721,-10.430638,-10.389762,0.723095,0.000000,0.000000,0.000000
84,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000084_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000084_1.tif,99.724723,99.725112,0.246204,-10.383721,-10.430638,-10.389762,0.737145,0.000000,0.000000,0.000000
85,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000085_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000085_1.tif,100.224760,100.225028,0.251624,-10.383721,-10.430638,-10.389762,0.753068,0.000000,0.000000,0.000000
86,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000086_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000086_1.tif,100.724795,100.725063,0.255769,-10.383721,-10.430638,-10.389762,0.765245,0.000000,0.000000,0.000000
87,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000087_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000087_1.tif,101.224791,101.225036,0.261507,-10.383721,-10.430638,-10.389762,0.782104,0.000000,0.000000,0.000000
88,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000088_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000088_1.tif,101.724732,101.725135,0.266289,-10.383721,-10.430638,-10.389762,0.796154,0.000000,0.000000,0.000000
89,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000089_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000089_1.tif,102.224748,102.225054,0.270115,-10.383721,-10.430638,-10.389762,0.807394,0.000000,0.000000,0.000000
90,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000090_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000090_1.tif,102.724736,102.725084,0.276172,-10.383721,-10.430638,-10.389762,0.825190,0.000000,0.000000,0.000000
91,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000091_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000091_1.tif,103.224798,103.225051,0.280954,-10.383721,-10.430638,-10.389762,0.839240,0.000000,0.000000,0.000000
92,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000092_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000092_1.tif,103.724732,103.724964,0.284142,-10.383721,-10.430638,-10.389762,0.848607,0.000000,0.000000,0.000000
93,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000093_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000093_1.tif,104.224768,104.225036,0.289562,-10.383721,-10.430638,-10.389762,0.864530,0.000000,0.000000,0.000000
94,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000094_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000094_1.tif,104.724739,104.725086,0.294025,-10.383721,-10.430638,-10.389762,0.877643,0.000000,0.000000,0.000000
95,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000095_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000095_1.tif,105.224771,105.225073,0.299445,-10.383721,-10.430638,-10.389762,0.893566,0.000000,0.000000,0.000000
96,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000096_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000096_1.tif,105.724740,105.725046,0.303908,-10.383721,-10.430638,-10.389762,0.906679,0.000000,0.000000,0.000000
97,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000097_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000097_1.tif,106.224761,106.225060,0.309328,-10.383721,-10.430638,-10.389762,0.922602,0.000000,0.000000,0.000000
98,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000098_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000098_1.tif,106.724764,106.725088,0.312835,-10.383721,-10.430638,-10.389762,0.932905,0.000000,0.000000,0.000000
99,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000099_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000099_1.tif,107.224808,107.225114,0.317936,-10.383721,-10.430638,-10.389762,0.947892,0.000000,0.000000,0.000000
100,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000100_0.tif,C:/Users/VicUser/Documents/RobC/20260801/FL31\FL31-00000100_1.tif,107.724753,107.725119,0.323037,-10.383721,-10.430638,-10.389762,0.962878,0.000000,0.000000,0.000000
