"Average",,,,,,,,,,,,,"E0",,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - engr.","eyy [1] - engr.","exy [1] - engr.","e1 [1] - engr.","e2 [1] - engr.","gamma [1] - engr.","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
117,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0652532,0.327177,-0.637696,-0.00039067,0.000954499,-0.000213396,0.00120357,-0.00063974,-1.04398,0.0014247,0.0142564,10.0209,10.0066
118,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0666086,0.327299,-0.637079,-0.000380271,0.000941288,-0.000240552,0.00120731,-0.000646289,-1.10116,0.00144079,0.0144175,10.021,10.0066
119,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0660986,0.329701,-0.639872,-0.000395692,0.000970932,-0.000232256,0.00124353,-0.000668295,-1.16173,0.00147422,0.014752,10.0214,10.0066
120,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0667537,0.331945,-0.642101,-0.000385759,0.000969875,-0.000205105,0.00125922,-0.000675108,-1.00612,0.00148647,0.0148745,10.0215,10.0066
121,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0664093,0.330292,-0.636613,-0.000457519,0.000992983,-0.000214812,0.00126731,-0.000731851,-1.11993,0.00151226,0.0151326,10.0217,10.0066
122,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0670145,0.333979,-0.639267,-0.000451687,0.000969532,-0.000203191,0.00126838,-0.00075054,-1.01303,0.00150875,0.0150975,10.0217,10.0066
123,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0682232,0.335633,-0.643448,-0.000408967,0.000991603,-0.000170437,0.00130057,-0.000717932,-0.93099,0.00154566,0.0154669,10.0221,10.0066
124,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0686505,0.33703,-0.64708,-0.000434956,0.00099919,-0.000155063,0.00130535,-0.000741118,-0.961472,0.00155038,0.0155141,10.0221,10.0066
125,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0694294,0.33829,-0.646337,-0.000429774,0.00100181,-0.000162713,0.0013296,-0.000757572,-0.894303,0.0015634,0.0156444,10.0223,10.0066
126,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0698057,0.338606,-0.645879,-0.000483164,0.00103006,-0.000143501,0.00133517,-0.000788276,-0.947252,0.00160809,0.0160916,10.0227,10.0066
127,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0692478,0.339914,-0.646025,-0.000436404,0.00104514,-0.000154177,0.00136252,-0.000753784,-0.882041,0.00160713,0.0160819,10.0227,10.0066
128,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0690393,0.341007,-0.64929,-0.00044829,0.00106641,-0.000194028,0.00138584,-0.000767725,-0.91109,0.00162876,0.0162984,10.0229,10.0066
129,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0682889,0.346056,-0.648396,-0.000445392,0.0010502,-0.00018008,0.00139689,-0.000792079,-0.885271,0.00162602,0.016271,10.0229,10.0066
130,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0695621,0.346163,-0.64766,-0.000476265,0.00106656,-0.000173298,0.00140923,-0.000818941,-0.934749,0.00168783,0.0168895,10.0235,10.0066
131,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0703922,0.347643,-0.651495,-0.0004789,0.00109049,-0.000208714,0.00143343,-0.000821835,-1.05666,0.00171935,0.0172049,10.0238,10.0066
132,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0694074,0.349861,-0.649395,-0.000492298,0.00110401,-0.000199543,0.00144655,-0.00083483,-0.975286,0.00172538,0.0172652,10.0239,10.0066
133,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0684662,0.355114,-0.646919,-0.000524322,0.00109332,-0.000186866,0.00146022,-0.000891219,-1.02197,0.00172676,0.017279,10.0239,10.0066
134,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0702322,0.354708,-0.647801,-0.000490113,0.00111667,-0.000199158,0.0014819,-0.000855334,-0.904896,0.00176844,0.0176961,10.0243,10.0066
135,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0702989,0.358279,-0.648531,-0.000499521,0.00110281,-0.000201314,0.00148536,-0.000882068,-1.00992,0.00177378,0.0177496,10.0244,10.0066
136,-6.1597e-11,-6.61092e-09,3.90392e-12,0.07316,0.356626,-0.650608,-0.000476013,0.00116518,-0.000219259,0.0015313,-0.000842142,-0.95697,0.00179786,0.0179904,10.0246,10.0066
137,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0719193,0.358575,-0.64781,-0.000513149,0.00114501,-0.000218466,0.00153261,-0.000900741,-0.921931,0.00181757,0.0181877,10.0248,10.0066
138,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0718988,0.361888,-0.647789,-0.000472154,0.00116073,-0.000261527,0.00156498,-0.000876409,-1.09474,0.00185315,0.0185438,10.0252,10.0066
139,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0731291,0.36314,-0.650342,-0.000507502,0.00118104,-0.000238891,0.00157458,-0.000901048,-1.00283,0.00187935,0.0188059,10.0254,10.0066
140,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0722266,0.365451,-0.650573,-0.000523624,0.00117861,-0.000234676,0.00159282,-0.000937827,-1.06066,0.00188768,0.0188893,10.0255,10.0066
141,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0732591,0.364804,-0.649355,-0.000539087,0.00117573,-0.000224671,0.00159768,-0.000961031,-0.969284,0.00190567,0.0190693,10.0257,10.0066
142,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0724153,0.368452,-0.647703,-0.000516318,0.00118064,-0.000246653,0.00161157,-0.000947253,-1.07394,0.00188712,0.0188836,10.0255,10.0066
143,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0720643,0.372123,-0.648249,-0.000540521,0.00120728,-0.000201569,0.00163291,-0.000966153,-0.937089,0.00194967,0.0195096,10.0261,10.0066
144,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0729556,0.37154,-0.648603,-0.000550956,0.00121414,-0.000214453,0.00166298,-0.000999802,-0.985078,0.00197362,0.0197493,10.0264,10.0066
145,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0719599,0.373212,-0.653455,-0.000536949,0.00123026,-0.000201951,0.00165311,-0.000959808,-0.967277,0.00196401,0.0196531,10.0263,10.0066
146,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0728589,0.376501,-0.649999,-0.000567075,0.00121513,-0.000239955,0.00166699,-0.00101894,-1.00034,0.00198211,0.0198342,10.0265,10.0066
147,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0737676,0.376347,-0.648327,-0.000533408,0.00123022,-0.000233648,0.00168009,-0.000983276,-1.07359,0.00200565,0.0200697,10.0267,10.0066
148,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0730321,0.381787,-0.656827,-0.000541921,0.00124883,-0.000199754,0.00171217,-0.00100527,-0.965442,0.00205068,0.0205204,10.0271,10.0066
149,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0747957,0.383502,-0.657168,-0.000535496,0.00124373,-0.000239677,0.00174142,-0.00103319,-1.09552,0.00206479,0.0206615,10.0273,10.0066
150,-6.1597e-11,-6.61092e-09,3.90392e-12,0.07468,0.384125,-0.653834,-0.000554966,0.00128383,-0.000205559,0.00175123,-0.00102236,-0.994241,0.00207041,0.0207178,10.0273,10.0066
151,-6.1597e-11,-6.61092e-09,3.90392e-12,0.076951,0.386543,-0.653105,-0.00054586,0.00130157,-0.000246007,0.00178942,-0.0010337,-0.95845,0.00211192,0.0211332,10.0278,10.0066
152,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0760621,0.388408,-0.654839,-0.000578008,0.00128858,-0.000247072,0.00178379,-0.00107322,-1.00212,0.00212678,0.0212819,10.0279,10.0066
153,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0750881,0.390379,-0.652822,-0.000580304,0.00128634,-0.000257732,0.00179104,-0.001085,-1.05264,0.00212702,0.0212843,10.0279,10.0066
154,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0762222,0.394712,-0.654606,-0.000569133,0.00129945,-0.000201196,0.00180929,-0.00107897,-0.959604,0.00213926,0.0214068,10.028,10.0066
155,-6.1597e-11,-6.61092e-09,3.90392e-12,0.076107,0.39607,-0.657014,-0.000569792,0.0013069,-0.000220188,0.0018277,-0.00109059,-1.03672,0.00217091,0.0217235,10.0283,10.0066
156,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0772445,0.398496,-0.652518,-0.000602448,0.00132848,-0.000234416,0.00184603,-0.00111999,-0.973076,0.00218635,0.021878,10.0285,10.0066
157,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0773623,0.400551,-0.656773,-0.00062045,0.00129337,-0.000275247,0.00182098,-0.00114807,-1.06559,0.00217362,0.0217506,10.0284,10.0066
158,-6.1597e-11,-6.61092e-09,3.90392e-12,0.077222,0.404064,-0.650621,-0.000583978,0.0013184,-0.000227797,0.00186741,-0.00113298,-1.02113,0.00222095,0.0222242,10.0288,10.0066
159,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0779961,0.404847,-0.654695,-0.000604501,0.00135538,-0.000213514,0.00189699,-0.0011461,-1.04942,0.0022438,0.0224529,10.0291,10.0066
160,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0792662,0.408752,-0.656594,-0.000581403,0.00134931,-0.000206682,0.00191098,-0.00114307,-0.987272,0.00225998,0.0226148,10.0292,10.0066
161,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0789539,0.41027,-0.651445,-0.000624829,0.00134858,-0.000261322,0.00191298,-0.00118923,-1.05789,0.00225157,0.0225306,10.0291,10.0066
162,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0793873,0.412682,-0.651737,-0.000606873,0.00140035,-0.000197788,0.0019574,-0.00116392,-0.965175,0.00233743,0.0233898,10.03,10.0066
163,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0792475,0.414413,-0.65124,-0.000621571,0.00136562,-0.000197461,0.00194656,-0.00120252,-0.99694,0.00232273,0.0232427,10.0299,10.0066
164,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0808936,0.417246,-0.654909,-0.000639351,0.00138335,-0.000213477,0.00195957,-0.00121557,-0.99053,0.00231949,0.0232103,10.0298,10.0066
165,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0823555,0.420298,-0.65212,-0.000621372,0.00140078,-0.000234689,0.00197842,-0.00119901,-0.990943,0.00235423,0.0235578,10.0302,10.0066
166,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0828043,0.42024,-0.648197,-0.000632675,0.0014101,-0.000242392,0.00199439,-0.00121697,-0.967043,0.00237852,0.023801,10.0304,10.0066
167,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0817118,0.424888,-0.650202,-0.000661761,0.00138621,-0.000218978,0.00200208,-0.00127763,-0.941242,0.00239098,0.0239256,10.0305,10.0066
168,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0810118,0.425663,-0.652126,-0.000667677,0.00140403,-0.000231201,0.00202209,-0.00128573,-0.961528,0.0023984,0.0239999,10.0306,10.0066
169,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0825271,0.42836,-0.65415,-0.000631136,0.00143718,-0.000257871,0.0020414,-0.00123535,-0.971808,0.00242454,0.0242614,10.0309,10.0066
170,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0783081,0.431678,-0.641752,-0.000689851,0.00138645,-0.000248797,0.00200929,-0.00131269,-1.02877,0.00238714,0.0238872,10.0305,10.0066
171,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0846327,0.432265,-0.653428,-0.000724063,0.00139898,-0.000284558,0.00201336,-0.00133844,-1.054,0.00239367,0.0239525,10.0306,10.0066
172,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0850714,0.434287,-0.663597,-0.000640119,0.00146033,-0.000203212,0.00210859,-0.00128838,-0.904097,0.00250257,0.0250423,10.0317,10.0066
173,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0833955,0.438212,-0.647649,-0.000652792,0.00145223,-0.000222274,0.00209573,-0.00129629,-0.967718,0.00247954,0.0248118,10.0314,10.0066
174,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0856718,0.44089,-0.651079,-0.00066501,0.00147942,-0.000257428,0.00212618,-0.00131177,-1.02364,0.00251298,0.0251464,10.0318,10.0066
175,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0868987,0.441882,-0.657935,-0.000691984,0.00146336,-0.000217272,0.00213344,-0.00136206,-0.94821,0.00252773,0.0252941,10.0319,10.0066
176,-6.1597e-11,-6.61092e-09,3.90392e-12,0.088381,0.44404,-0.659288,-0.00066971,0.00144771,-0.000249313,0.00210228,-0.00132429,-1.00756,0.00248753,0.0248917,10.0315,10.0066
177,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0903174,0.449186,-0.649764,-0.000741333,0.0015012,-0.000213076,0.00217003,-0.00141016,-0.851035,0.0025746,0.025763,10.0324,10.0066
178,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0906601,0.450449,-0.647557,-0.00064409,0.00154475,-0.000307605,0.0022039,-0.00130324,-1.08154,0.00262846,0.026302,10.0329,10.0066
179,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0906921,0.457798,-0.656468,-0.000750606,0.00148625,-0.000235319,0.00216639,-0.00143075,-0.885751,0.00260689,0.0260861,10.0327,10.0066
180,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0906368,0.455635,-0.652671,-0.000736816,0.00152696,-0.00027174,0.00220034,-0.0014102,-1.01682,0.00262448,0.0262621,10.0329,10.0066
181,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0924203,0.461151,-0.656646,-0.000747257,0.00152605,-0.000226218,0.00221297,-0.00143418,-0.914879,0.00265417,0.0265593,10.0332,10.0066
182,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0931188,0.461736,-0.649071,-0.000715153,0.00151204,-0.000246982,0.00221862,-0.00142173,-0.942598,0.00266681,0.0266858,10.0333,10.0066
183,-6.1597e-11,-6.61092e-09,3.90392e-12,0.092951,0.465288,-0.657903,-0.000729218,0.00156208,-0.000260336,0.00225723,-0.00142437,-0.920052,0.00267302,0.0267479,10.0334,10.0066
184,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0932209,0.46912,-0.652105,-0.000769993,0.0015553,-0.000294801,0.00225518,-0.00146987,-0.998199,0.0027012,0.0270299,10.0336,10.0066
185,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0945099,0.472273,-0.648999,-0.000761632,0.00154001,-0.000271436,0.00226694,-0.00148856,-0.996331,0.00269345,0.0269523,10.0336,10.0066
186,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0955193,0.47569,-0.65682,-0.000753226,0.00158735,-0.000272179,0.00229259,-0.00145847,-1.00293,0.00270961,0.027114,10.0337,10.0066
187,-6.1597e-11,-6.61092e-09,3.90392e-12,0.095059,0.477828,-0.6492,-0.000780787,0.00157563,-0.000300869,0.00230256,-0.00150772,-1.05879,0.00274895,0.0275077,10.0341,10.0066
188,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0960923,0.48054,-0.654108,-0.000774879,0.00161175,-0.000246977,0.00233667,-0.0014998,-0.978613,0.00278183,0.0278367,10.0345,10.0066
189,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0952791,0.484236,-0.649348,-0.000744769,0.00161249,-0.000261943,0.00235004,-0.00148232,-0.946753,0.0027923,0.0279415,10.0346,10.0066
190,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0967119,0.48782,-0.658857,-0.000816251,0.00165777,-0.000237437,0.00238544,-0.00154392,-0.92966,0.00284836,0.0285024,10.0351,10.0066
191,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0971586,0.491015,-0.649253,-0.000790622,0.00161629,-0.00021415,0.0023737,-0.00154803,-0.903598,0.00284262,0.028445,10.0351,10.0066
192,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0988841,0.49129,-0.655893,-0.00077494,0.00165234,-0.000262167,0.00239232,-0.00151492,-0.976146,0.00287873,0.0288064,10.0354,10.0066
193,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0996411,0.495577,-0.655103,-0.00084266,0.0016364,-0.000254533,0.00237517,-0.00158144,-0.933437,0.00285836,0.0286026,10.0352,10.0066
194,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0987683,0.499744,-0.644563,-0.000824294,0.00168424,-0.000284842,0.00242208,-0.00156213,-0.967198,0.00289276,0.0289467,10.0356,10.0066
195,-6.1597e-11,-6.61092e-09,3.90392e-12,0.0997332,0.502373,-0.651725,-0.00082546,0.00168055,-0.000289009,0.00244128,-0.00158619,-0.988722,0.00292775,0.0292969,10.0359,10.0066
196,-6.1597e-11,-6.61092e-09,3.90392e-12,0.100521,0.50461,-0.648101,-0.00080941,0.00170431,-0.000277915,0.00245833,-0.00156343,-0.995415,0.00292529,0.0292723,10.0359,10.0066
197,-6.1597e-11,-6.61092e-09,3.90392e-12,0.101623,0.50667,-0.653023,-0.000807971,0.00168438,-0.000235963,0.00247338,-0.00159697,-0.938571,0.00292753,0.0292947,10.0359,10.0066
198,-6.1597e-11,-6.61092e-09,3.90392e-12,0.103753,0.510207,-0.652574,-0.000824892,0.00168277,-0.000283892,0.00247162,-0.00161374,-0.941474,0.00294941,0.0295136,10.0361,10.0066
199,-6.1597e-11,-6.61092e-09,3.90392e-12,0.103555,0.513533,-0.650053,-0.000824177,0.00172221,-0.000278209,0.00250407,-0.00160604,-0.998989,0.0029799,0.0298187,10.0364,10.0066
200,-6.1597e-11,-6.61092e-09,3.90392e-12,0.102897,0.519329,-0.655114,-0.000835488,0.00175219,-0.000275013,0.00252957,-0.00161286,-0.973103,0.00299626,0.0299825,10.0366,10.0066
201,-6.1597e-11,-6.61092e-09,3.90392e-12,0.104441,0.519838,-0.658274,-0.000835928,0.00173997,-0.000275694,0.00252898,-0.00162494,-0.964099,0.00300359,0.0300558,10.0367,10.0066
202,-6.1597e-11,-6.61092e-09,3.90392e-12,0.104194,0.522618,-0.650842,-0.000809821,0.00175514,-0.000264547,0.0025368,-0.00159148,-0.996029,0.00302299,0.0302499,10.0369,10.0066
203,-6.1597e-11,-6.61092e-09,3.90392e-12,0.105727,0.526446,-0.653222,-0.000844715,0.00176118,-0.000291781,0.00256983,-0.00165336,-0.931901,0.00305221,0.0305422,10.0372,10.0066
204,-6.1597e-11,-6.61092e-09,3.90392e-12,0.106049,0.528986,-0.655328,-0.000855997,0.00176734,-0.000269078,0.0025705,-0.00165916,-0.945014,0.00308053,0.0308257,10.0374,10.0066
205,-6.1597e-11,-6.61092e-09,3.90392e-12,0.105913,0.530021,-0.657734,-0.000870732,0.00177653,-0.000259806,0.00257964,-0.00167384,-0.980343,0.0031051,0.0310716,10.0377,10.0066
206,-6.1597e-11,-6.61092e-09,3.90392e-12,0.107702,0.534224,-0.655179,-0.000848499,0.00180074,-0.000280194,0.00259823,-0.00164599,-0.933754,0.00311199,0.0311405,10.0378,10.0066
207,-6.1597e-11,-6.61092e-09,3.90392e-12,0.108242,0.53676,-0.655966,-0.000852711,0.00182275,-0.000278155,0.0026263,-0.00165626,-1.01091,0.00315447,0.0315656,10.0382,10.0066
208,-6.1597e-11,-6.61092e-09,3.90392e-12,0.106479,0.543358,-0.652735,-0.000854811,0.0018102,-0.00025347,0.00263818,-0.00168278,-0.99999,0.00316448,0.0316658,10.0383,10.0066
209,-6.1597e-11,-6.61092e-09,3.90392e-12,0.108087,0.541877,-0.656531,-0.000860812,0.00183939,-0.000266397,0.00265595,-0.00167737,-0.993788,0.0031794,0.0318151,10.0384,10.0066
210,-6.1597e-11,-6.61092e-09,3.90392e-12,0.109596,0.547253,-0.653615,-0.000850752,0.00182957,-0.000278122,0.00266949,-0.00169068,-0.968091,0.00318207,0.0318418,10.0385,10.0066
211,-6.1597e-11,-6.61092e-09,3.90392e-12,0.110944,0.547691,-0.653966,-0.000863354,0.0018392,-0.000289273,0.00269548,-0.00171964,-1.03211,0.00322038,0.0322251,10.0388,10.0066
212,-6.1597e-11,-6.61092e-09,3.90392e-12,0.11243,0.551502,-0.653157,-0.000865644,0.00183413,-0.000249471,0.00267845,-0.00170997,-0.969133,0.00321977,0.032219,10.0388,10.0066
213,-6.1597e-11,-6.61092e-09,3.90392e-12,0.113117,0.555578,-0.653058,-0.000864202,0.00187626,-0.000264117,0.00271832,-0.00170626,-0.978172,0.00324674,0.0324889,10.0391,10.0066
214,-6.1597e-11,-6.61092e-09,3.90392e-12,0.111272,0.561967,-0.649727,-0.000874514,0.00190594,-0.000276108,0.00273559,-0.00170417,-0.939077,0.0032877,0.0328987,10.0395,10.0066
215,-6.1597e-11,-6.61092e-09,3.90392e-12,0.111575,0.560765,-0.652975,-0.000879753,0.00189769,-0.000282227,0.00275901,-0.00174107,-0.997482,0.00327877,0.0328094,10.0394,10.0066
216,-6.1597e-11,-6.61092e-09,3.90392e-12,0.113385,0.563759,-0.656771,-0.000908671,0.00190667,-0.000293297,0.00277054,-0.00177254,-0.998561,0.00333191,0.0333412,10.04,10.0066
217,-6.1597e-11,-6.61092e-09,3.90392e-12,0.113627,0.56913,-0.654013,-0.000912764,0.00190172,-0.000268465,0.00275121,-0.00176226,-0.941748,0.00331933,0.0332153,10.0398,10.0066
218,-6.1597e-11,-6.61092e-09,3.90392e-12,0.114087,0.572373,-0.650898,-0.000916994,0.00192806,-0.000251782,0.00279678,-0.00178571,-0.945826,0.00335164,0.0335386,10.0402,10.0066
219,-6.1597e-11,-6.61092e-09,3.90392e-12,0.114267,0.57701,-0.652936,-0.000914109,0.00194462,-0.000265323,0.00280927,-0.00177876,-0.995569,0.00337849,0.0338072,10.0404,10.0066
220,-6.1597e-11,-6.61092e-09,3.90392e-12,0.116336,0.576278,-0.655132,-0.000901598,0.00193405,-0.00030159,0.00281693,-0.00178447,-1.03264,0.00340068,0.0340294,10.0406,10.0066
221,-6.1597e-11,-6.61092e-09,3.90392e-12,0.118478,0.579858,-0.655874,-0.00089671,0.00193772,-0.0002994,0.00283017,-0.00178916,-0.984206,0.00341865,0.0342092,10.0408,10.0066
222,-6.1597e-11,-6.61092e-09,3.90392e-12,0.11665,0.583594,-0.655588,-0.000925794,0.00198025,-0.000266949,0.00284817,-0.00179372,-0.997966,0.00340017,0.0340242,10.0406,10.0066
223,-6.1597e-11,-6.61092e-09,3.90392e-12,0.114457,0.588637,-0.650897,-0.000928644,0.00198463,-0.00027149,0.00286646,-0.00181047,-0.997358,0.00343416,0.0343644,10.041,10.0066
224,-6.1597e-11,-6.61092e-09,3.90392e-12,0.118254,0.589506,-0.655596,-0.000936733,0.00201875,-0.000302425,0.00287789,-0.00179587,-0.997754,0.00344577,0.0344805,10.0411,10.0066
225,-6.1597e-11,-6.61092e-09,3.90392e-12,0.117288,0.594905,-0.656673,-0.000928364,0.00201264,-0.000283401,0.00290829,-0.00182402,-0.941106,0.00348912,0.0349143,10.0415,10.0066
226,-6.1597e-11,-6.61092e-09,3.90392e-12,0.118375,0.597579,-0.65305,-0.00092683,0.00206624,-0.0002665,0.00291165,-0.00177224,-0.932618,0.00349646,0.0349877,10.0416,10.0066
227,-6.1597e-11,-6.61092e-09,3.90392e-12,0.117943,0.600198,-0.648048,-0.000977842,0.00201443,-0.000292936,0.00291294,-0.00187635,-0.925555,0.00351783,0.0352016,10.0418,10.0066
228,-6.1597e-11,-6.61092e-09,3.90392e-12,0.119676,0.603306,-0.64961,-0.000955829,0.00203971,-0.000253856,0.00293604,-0.00185217,-0.944516,0.00352394,0.0352627,10.0419,10.0066
229,-6.1597e-11,-6.61092e-09,3.90392e-12,0.118888,0.608033,-0.654484,-0.000929775,0.0020742,-0.000297958,0.0029624,-0.00181797,-0.937872,0.00355568,0.0355803,10.0422,10.0066
230,-6.1597e-11,-6.61092e-09,3.90392e-12,0.119738,0.6104,-0.655887,-0.000954972,0.00208723,-0.000261902,0.00296904,-0.00183679,-0.914237,0.00358287,0.0358524,10.0425,10.0066
231,-6.1597e-11,-6.61092e-09,3.90392e-12,0.12111,0.616746,-0.653556,-0.000983556,0.00205447,-0.000266074,0.00297259,-0.00190168,-0.962561,0.00358228,0.0358465,10.0425,10.0066
232,-6.1597e-11,-6.61092e-09,3.90392e-12,0.120989,0.617383,-0.647773,-0.000966827,0.0020618,-0.000282842,0.00298154,-0.00188658,-0.957127,0.0036008,0.0360319,10.0426,10.0066
233,-6.1597e-11,-6.61092e-09,3.90392e-12,0.121846,0.620961,-0.646259,-0.00100871,0.00204982,-0.000256653,0.00298415,-0.00194304,-0.939013,0.00362101,0.036234,10.0429,10.0066
234,-6.1597e-11,-6.61092e-09,3.90392e-12,0.12195,0.624762,-0.64573,-0.00102251,0.00212944,-0.000282614,0.00303298,-0.00192605,-0.963935,0.00363301,0.0363542,10.043,10.0066
235,-6.1597e-11,-6.61092e-09,3.90392e-12,0.121807,0.62437,-0.642682,-0.00103018,0.00211184,-0.000284548,0.00299483,-0.00191317,-0.938039,0.00359911,0.0360149,10.0426,10.0066
236,-6.1597e-11,-6.61092e-09,3.90392e-12,0.122758,0.630751,-0.652639,-0.00102012,0.0021187,-0.000299616,0.00305626,-0.00195768,-0.951456,0.00366617,0.0366859,10.0433,10.0066
237,-6.1597e-11,-6.61092e-09,3.90392e-12,0.121307,0.635248,-0.654356,-0.00101319,0.00218216,-0.000263928,0.0030739,-0.00190493,-0.893582,0.00368399,0.0368642,10.0435,10.0066
238,-6.1597e-11,-6.61092e-09,3.90392e-12,0.123906,0.636542,-0.653327,-0.00104932,0.00217122,-0.000317006,0.00308754,-0.00196564,-0.971978,0.00369875,0.0370119,10.0436,10.0066
239,-6.1597e-11,-6.61092e-09,3.90392e-12,0.125841,0.639701,-0.658349,-0.0010379,0.00219534,-0.000293521,0.00310358,-0.00194615,-0.899474,0.00371161,0.0371406,10.0438,10.0066
240,-6.1597e-11,-6.61092e-09,3.90392e-12,0.126289,0.641872,-0.654986,-0.00104811,0.00218926,-0.000263184,0.00313439,-0.00199324,-0.968308,0.0037485,0.0375098,10.0441,10.0066
241,-6.1597e-11,-6.61092e-09,3.90392e-12,0.12632,0.646606,-0.654042,-0.00102685,0.0021842,-0.000216173,0.00312151,-0.00196417,-0.723198,0.00373444,0.0373691,10.044,10.0066
242,-6.1597e-11,-6.61092e-09,3.90392e-12,0.126787,0.649817,-0.654944,-0.0010414,0.00222449,-0.000252826,0.0031466,-0.00196351,-0.859731,0.00379634,0.0379885,10.0446,10.0066
243,-6.1597e-11,-6.61092e-09,3.90392e-12,0.12713,0.653606,-0.653784,-0.00103916,0.00222545,-0.000271067,0.00318125,-0.00199496,-0.942284,0.00381904,0.0382156,10.0448,10.0066
244,-6.1597e-11,-6.61092e-09,3.90392e-12,0.127101,0.656168,-0.652369,-0.00104795,0.00229034,-0.000298004,0.00316266,-0.00192027,-0.940992,0.00373325,0.0373572,10.044,10.0066
245,-6.1597e-11,-6.61092e-09,3.90392e-12,0.126858,0.660317,-0.65654,-0.00105748,0.00229351,-0.000320064,0.0031874,-0.00195138,-0.956371,0.00382531,0.0382784,10.0449,10.0066
246,-6.1597e-11,-6.61092e-09,3.90392e-12,0.12943,0.66535,-0.654606,-0.00107497,0.0022719,-0.000289412,0.00321078,-0.00201386,-0.879888,0.00384554,0.0384808,10.0451,10.0066
247,-6.1597e-11,-6.61092e-09,3.90392e-12,0.128987,0.666472,-0.654665,-0.00105711,0.00229335,-0.000275997,0.00324629,-0.00201006,-0.913432,0.00387301,0.0387557,10.0454,10.0066
