Average,,,,,,,,,,,,,E0,,,
Index [1],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - engr.,eyy [1] - engr.,exy [1] - engr.,e1 [1] - engr.,e2 [1] - engr.,gamma [1] - engr.,ΔL/L0 [1],ΔL [mm],L1 [mm],L0 [mm]
118,1.74E-09,1.97E-09,2.19E-12,-0.182689,0.305227,-0.636203,-0.000358127,0.00125962,-0.000245093,0.00128174,-0.000380245,-0.900479,0.00115364,0.0115246,10.0013,9.98979
119,1.74E-09,1.97E-09,2.19E-12,-0.182559,0.304321,-0.63789,-0.0003193,0.00132658,-0.000189723,0.00134789,-0.000340608,-0.732062,0.00117693,0.0117573,10.0016,9.98979
120,1.74E-09,1.97E-09,2.19E-12,-0.18219,0.307925,-0.642157,-0.000376031,0.0013119,-0.000182562,0.00133303,-0.000397162,-0.680346,0.00119454,0.0119332,10.0017,9.98979
121,1.74E-09,1.97E-09,2.19E-12,-0.184767,0.312349,-0.644332,-0.000352583,0.00136942,-0.000149127,0.00139058,-0.000373737,-0.550591,0.00122156,0.0122031,10.002,9.98979
122,1.74E-09,1.97E-09,2.19E-12,-0.184165,0.309523,-0.642985,-0.000355146,0.00137735,-0.000168959,0.00139767,-0.00037547,-0.641057,0.0012592,0.0125792,10.0024,9.98979
123,1.74E-09,1.97E-09,2.19E-12,-0.185487,0.310811,-0.644693,-0.000390664,0.00142661,-0.000152205,0.00144494,-0.000408988,-0.559405,0.00126145,0.0126017,10.0024,9.98979
124,1.74E-09,1.97E-09,2.19E-12,-0.18264,0.311442,-0.644626,-0.000394156,0.00143546,-0.000138061,0.00145467,-0.000413367,-0.529446,0.00127388,0.0127258,10.0025,9.98979
125,1.74E-09,1.97E-09,2.19E-12,-0.186633,0.315458,-0.644379,-0.000336764,0.00145004,-0.000169023,0.00146888,-0.000355596,-0.589034,0.00127806,0.0127676,10.0026,9.98979
126,1.74E-09,1.97E-09,2.19E-12,-0.18679,0.316271,-0.646779,-0.000356594,0.00148491,-0.000161361,0.00150157,-0.000373252,-0.566708,0.00132434,0.0132299,10.003,9.98979
127,1.74E-09,1.97E-09,2.19E-12,-0.187212,0.316423,-0.645004,-0.000395593,0.00152257,-0.000155282,0.00154178,-0.000414806,-0.463997,0.00132952,0.0132816,10.0031,9.98979
128,1.74E-09,1.97E-09,2.19E-12,-0.185624,0.316076,-0.648312,-0.000387576,0.00155118,-0.000169267,0.00157105,-0.000407437,-0.315107,0.00136533,0.0136393,10.0034,9.98979
129,1.74E-09,1.97E-09,2.19E-12,-0.186811,0.318848,-0.649725,-0.000399583,0.00153631,-0.000170679,0.00155207,-0.000415344,-0.608172,0.00136224,0.0136085,10.0034,9.98979
130,1.74E-09,1.97E-09,2.19E-12,-0.186291,0.318295,-0.651583,-0.000407091,0.0015782,-0.000192752,0.00160239,-0.000431282,-0.653424,0.00139232,0.013909,10.0037,9.98979
131,1.74E-09,1.97E-09,2.19E-12,-0.187649,0.319072,-0.646246,-0.000415953,0.00162884,-0.000164427,0.00164616,-0.000433275,-0.551098,0.00138642,0.0138501,10.0036,9.98979
132,1.74E-09,1.97E-09,2.19E-12,-0.188557,0.32169,-0.65296,-0.000439346,0.00162655,-0.000196243,0.00164393,-0.000456724,-0.6592,0.00141687,0.0141543,10.0039,9.98979
133,1.74E-09,1.97E-09,2.19E-12,-0.186886,0.325319,-0.660002,-0.000382485,0.00167588,-0.00022984,0.00169368,-0.00040029,-0.809095,0.0014251,0.0142364,10.004,9.98979
134,1.74E-09,1.97E-09,2.19E-12,-0.188559,0.324648,-0.659121,-0.000396863,0.0017044,-0.000193394,0.00172602,-0.000418485,-0.571135,0.00147792,0.0147641,10.0046,9.98979
135,1.74E-09,1.97E-09,2.19E-12,-0.189019,0.327514,-0.657658,-0.000426848,0.00172608,-0.000231178,0.00174536,-0.000446127,-0.710409,0.00147717,0.0147567,10.0045,9.98979
136,1.74E-09,1.97E-09,2.19E-12,-0.192491,0.327877,-0.65215,-0.000424926,0.00174086,-0.00021986,0.00175833,-0.000442398,-0.702665,0.00145212,0.0145064,10.0043,9.98979
137,1.74E-09,1.97E-09,2.19E-12,-0.18986,0.332235,-0.655752,-0.000453148,0.00175822,-0.000263156,0.00177821,-0.000473133,-0.860221,0.001505,0.0150347,10.0048,9.98979
138,1.74E-09,1.97E-09,2.19E-12,-0.191181,0.330064,-0.653292,-0.000469272,0.00181433,-0.00029174,0.00183628,-0.000491224,-0.941005,0.0015064,0.0150486,10.0048,9.98979
139,1.74E-09,1.97E-09,2.19E-12,-0.193584,0.335319,-0.656178,-0.000444917,0.00185211,-0.000259977,0.00187159,-0.000464396,-0.929942,0.00155711,0.0155552,10.0053,9.98979
140,1.74E-09,1.97E-09,2.19E-12,-0.189447,0.331947,-0.655277,-0.000509397,0.00182264,-0.000347065,0.00184598,-0.000532738,-1.14794,0.00151235,0.0151081,10.0049,9.98979
141,1.74E-09,1.97E-09,2.19E-12,-0.191881,0.336749,-0.661938,-0.000469968,0.00190722,-0.000284611,0.00192881,-0.000491555,-0.863553,0.00156606,0.0156446,10.0054,9.98979
142,1.74E-09,1.97E-09,2.19E-12,-0.195459,0.340482,-0.661645,-0.000461087,0.00196745,-0.000233607,0.00198727,-0.000480901,-0.683904,0.00162174,0.0162008,10.006,9.98979
143,1.74E-09,1.97E-09,2.19E-12,-0.193233,0.338268,-0.659983,-0.000523732,0.00194819,-0.000299383,0.00196716,-0.000542704,-1.07086,0.00157264,0.0157104,10.0055,9.98979
144,1.74E-09,1.97E-09,2.19E-12,-0.194524,0.336746,-0.66104,-0.000493907,0.00195908,-0.000288066,0.00198043,-0.000515263,-0.895458,0.0015923,0.0159068,10.0057,9.98979
145,1.74E-09,1.97E-09,2.19E-12,-0.193352,0.34361,-0.657293,-0.000507699,0.00202076,-0.000184959,0.00203768,-0.000524622,-0.491132,0.00164328,0.016416,10.0062,9.98979
146,1.74E-09,1.97E-09,2.19E-12,-0.195316,0.343596,-0.6579,-0.00051348,0.00205491,-0.000264394,0.00207544,-0.000534011,-0.893936,0.00165196,0.0165027,10.0063,9.98979
147,1.74E-09,1.97E-09,2.19E-12,-0.194588,0.344913,-0.661334,-0.000495078,0.00210162,-0.000215584,0.00211916,-0.000512616,-0.660836,0.00167607,0.0167436,10.0065,9.98979
148,1.74E-09,1.97E-09,2.19E-12,-0.196839,0.345015,-0.660932,-0.000507826,0.00212434,-0.00022938,0.00214265,-0.000526138,-0.611836,0.00170651,0.0170476,10.0068,9.98979
149,1.74E-09,1.97E-09,2.19E-12,-0.195313,0.350053,-0.660458,-0.000497187,0.00213228,-0.000218145,0.00215354,-0.00051845,-0.596738,0.00174181,0.0174003,10.0072,9.98979
150,1.74E-09,1.97E-09,2.19E-12,-0.195459,0.347141,-0.661788,-0.000552443,0.00219006,-0.000193851,0.00221032,-0.000572704,-0.37997,0.00174342,0.0174164,10.0072,9.98979
151,1.74E-09,1.97E-09,2.19E-12,-0.195703,0.352524,-0.665779,-0.000502776,0.00220173,-0.00023266,0.00222249,-0.000523533,-0.658415,0.00176678,0.0176497,10.0074,9.98979
152,1.74E-09,1.97E-09,2.19E-12,-0.196678,0.351036,-0.66457,-0.000563381,0.00224883,-0.00015887,0.00226556,-0.000580106,-0.378888,0.001813,0.0181115,10.0079,9.98979
153,1.74E-09,1.97E-09,2.19E-12,-0.196737,0.355508,-0.664859,-0.000529879,0.00227051,-0.000220035,0.00228893,-0.000548301,-0.538726,0.00181787,0.0181602,10.008,9.98979
154,1.74E-09,1.97E-09,2.19E-12,-0.197619,0.355956,-0.66929,-0.000589388,0.00230476,-0.00020094,0.00232085,-0.000605477,-0.652622,0.00185761,0.0185571,10.0084,9.98979
155,1.74E-09,1.97E-09,2.19E-12,-0.198417,0.360787,-0.669026,-0.000545258,0.00234266,-0.000242844,0.00236209,-0.000564682,-0.689433,0.0018766,0.0187468,10.0085,9.98979
156,1.74E-09,1.97E-09,2.19E-12,-0.199762,0.359668,-0.666784,-0.000575171,0.00233059,-0.000261432,0.00235206,-0.000596634,-0.744405,0.00187146,0.0186955,10.0085,9.98979
157,1.74E-09,1.97E-09,2.19E-12,-0.199761,0.363284,-0.668903,-0.000575273,0.00238659,-0.000231603,0.00240691,-0.00059559,-0.629477,0.00193697,0.0193499,10.0091,9.98979
158,1.74E-09,1.97E-09,2.19E-12,-0.201023,0.363372,-0.670151,-0.000586732,0.00243148,-0.000254366,0.00245046,-0.000605721,-0.814199,0.00194894,0.0194695,10.0093,9.98979
159,1.74E-09,1.97E-09,2.19E-12,-0.20301,0.370769,-0.670009,-0.000601501,0.0024602,-0.000295632,0.00248096,-0.000622262,-0.826117,0.00193242,0.0193045,10.0091,9.98979
160,1.74E-09,1.97E-09,2.19E-12,-0.203602,0.369399,-0.671143,-0.000611846,0.00251334,-0.000314399,0.00253542,-0.00063392,-0.884897,0.00195375,0.0195176,10.0093,9.98979
161,1.74E-09,1.97E-09,2.19E-12,-0.204033,0.37111,-0.668485,-0.000617718,0.00252152,-0.000285532,0.00254185,-0.00063805,-0.786084,0.00195972,0.0195772,10.0094,9.98979
162,1.74E-09,1.97E-09,2.19E-12,-0.205266,0.374644,-0.672238,-0.000614687,0.00253917,-0.000293328,0.00255975,-0.000635268,-0.789879,0.00202812,0.0202605,10.0101,9.98979
163,1.74E-09,1.97E-09,2.19E-12,-0.204185,0.377058,-0.672283,-0.000631568,0.00257135,-0.000296764,0.00259282,-0.000653036,-0.723486,0.00199396,0.0199192,10.0097,9.98979
164,1.74E-09,1.97E-09,2.19E-12,-0.206145,0.376049,-0.667371,-0.00063545,0.00261506,-0.000277851,0.00263707,-0.000657453,-0.762251,0.00203001,0.0202794,10.0101,9.98979
165,1.74E-09,1.97E-09,2.19E-12,-0.205521,0.382775,-0.675524,-0.000657969,0.00264024,-0.000282243,0.00266084,-0.000678568,-0.779167,0.00207716,0.0207504,10.0105,9.98979
166,1.74E-09,1.97E-09,2.19E-12,-0.206604,0.382018,-0.672252,-0.000604901,0.00269067,-0.000273402,0.00271533,-0.000629568,-0.589401,0.00208265,0.0208052,10.0106,9.98979
167,1.74E-09,1.97E-09,2.19E-12,-0.207023,0.384269,-0.667823,-0.000630166,0.00273962,-0.000273879,0.00276043,-0.000650976,-0.688086,0.00211592,0.0211376,10.0109,9.98979
168,1.74E-09,1.97E-09,2.19E-12,-0.207676,0.388992,-0.670225,-0.000647385,0.0027388,-0.000262599,0.00275975,-0.000668334,-0.646844,0.00213761,0.0213543,10.0111,9.98979
169,1.74E-09,1.97E-09,2.19E-12,-0.208499,0.390072,-0.671334,-0.000660588,0.00279758,-0.000282413,0.00282312,-0.000686136,-0.723484,0.00216928,0.0216707,10.0115,9.98979
170,1.74E-09,1.97E-09,2.19E-12,-0.208563,0.391604,-0.672598,-0.000682891,0.00278859,-0.000305898,0.00281171,-0.000706011,-0.755896,0.00219019,0.0218795,10.0117,9.98979
171,1.74E-09,1.97E-09,2.19E-12,-0.209451,0.395257,-0.671127,-0.000657751,0.00286287,-0.000273312,0.00288351,-0.000678392,-0.647042,0.0022236,0.0222133,10.012,9.98979
172,1.74E-09,1.97E-09,2.19E-12,-0.20951,0.398006,-0.673984,-0.0006342,0.00287989,-0.00025947,0.00290227,-0.000656575,-0.518094,0.00223658,0.0223429,10.0121,9.98979
173,1.74E-09,1.97E-09,2.19E-12,-0.210037,0.401842,-0.672394,-0.000640762,0.00288636,-0.000313715,0.00290839,-0.000662797,-0.80861,0.00225761,0.0225531,10.0123,9.98979
174,1.74E-09,1.97E-09,2.19E-12,-0.209785,0.400551,-0.674879,-0.000688298,0.00289099,-0.000333566,0.00291301,-0.000710315,-0.907328,0.00227289,0.0227057,10.0125,9.98979
175,1.74E-09,1.97E-09,2.19E-12,-0.211449,0.406844,-0.675377,-0.000681444,0.00295071,-0.000339696,0.00297505,-0.000705784,-0.830041,0.00227683,0.022745,10.0125,9.98979
176,1.74E-09,1.97E-09,2.19E-12,-0.211328,0.408158,-0.670044,-0.000693843,0.00299609,-0.000363344,0.00302376,-0.00072151,-0.825515,0.00231186,0.023095,10.0129,9.98979
177,1.74E-09,1.97E-09,2.19E-12,-0.210581,0.408896,-0.672238,-0.000682397,0.00300847,-0.000315431,0.00303316,-0.00070709,-0.801605,0.0023365,0.0233412,10.0131,9.98979
178,1.74E-09,1.97E-09,2.19E-12,-0.213063,0.414897,-0.680717,-0.000757474,0.00305841,-0.00033459,0.00308228,-0.000781343,-0.695188,0.00235143,0.0234903,10.0133,9.98979
179,1.74E-09,1.97E-09,2.19E-12,-0.213922,0.416188,-0.674647,-0.000718267,0.0030492,-0.000280884,0.00307357,-0.000742647,-0.644639,0.00238925,0.0238681,10.0137,9.98979
180,1.74E-09,1.97E-09,2.19E-12,-0.212754,0.416481,-0.674577,-0.000717155,0.00308778,-0.000272256,0.00310791,-0.000737291,-0.587188,0.00240079,0.0239834,10.0138,9.98979
181,1.74E-09,1.97E-09,2.19E-12,-0.214018,0.422125,-0.679446,-0.000724485,0.0031577,-0.000294596,0.00317942,-0.000746205,-0.688997,0.00247239,0.0246987,10.0145,9.98979
182,1.74E-09,1.97E-09,2.19E-12,-0.215683,0.421862,-0.676896,-0.000735598,0.00315464,-0.000272749,0.00317428,-0.000755233,-0.669862,0.00247724,0.0247471,10.0145,9.98979
183,1.74E-09,1.97E-09,2.19E-12,-0.215635,0.425608,-0.671699,-0.00076804,0.00316844,-0.000290556,0.00319093,-0.000790533,-0.644767,0.00248733,0.0248479,10.0146,9.98979
184,1.74E-09,1.97E-09,2.19E-12,-0.21646,0.427361,-0.681515,-0.000752104,0.00323547,-0.000279035,0.0032571,-0.000773729,-0.430376,0.00252084,0.0251827,10.015,9.98979
185,1.74E-09,1.97E-09,2.19E-12,-0.21946,0.432332,-0.665929,-0.000758843,0.00326329,-0.000283931,0.00328574,-0.000781288,-0.555229,0.00251905,0.0251647,10.015,9.98979
186,1.74E-09,1.97E-09,2.19E-12,-0.217947,0.433304,-0.689745,-0.000756845,0.00333159,-0.000317112,0.00335263,-0.000777882,-0.744805,0.00259772,0.0259506,10.0157,9.98979
187,-0.0010639,-0.00520122,8.96E-08,-0.217419,0.436719,-0.671645,-0.000779178,0.00335781,-0.000268796,0.00337813,-0.000799498,-0.561412,0.00257369,0.0257106,10.0155,9.98979
188,1.74E-09,1.97E-09,2.19E-12,-0.218345,0.439413,-0.679681,-0.000792354,0.00334083,-0.000315208,0.00336375,-0.000815272,-0.675959,0.00259768,0.0259503,10.0157,9.98979
189,-0.0010639,-0.00520122,8.96E-08,-0.21793,0.438597,-0.674043,-0.000792878,0.0033499,-0.000265933,0.00337233,-0.000815309,-0.585429,0.0026215,0.0261882,10.016,9.98979
190,1.74E-09,1.97E-09,2.19E-12,-0.219368,0.444406,-0.671306,-0.000788528,0.00341792,-0.000337976,0.00344216,-0.000812764,-0.72337,0.00265853,0.0265582,10.0164,9.98979
191,1.74E-09,1.97E-09,2.19E-12,-0.219262,0.44698,-0.680224,-0.000812907,0.00342861,-0.00031806,0.00344993,-0.00083423,-0.708882,0.00266682,0.026641,10.0164,9.98979
192,1.74E-09,1.97E-09,2.19E-12,-0.221397,0.449154,-0.669456,-0.000820606,0.003481,-0.000317913,0.00350193,-0.000841541,-0.694157,0.00268726,0.0268452,10.0166,9.98979
193,-0.0010639,-0.00520122,8.96E-08,-0.219659,0.451929,-0.675592,-0.000796485,0.00345306,-0.000298901,0.00347485,-0.000818274,-0.661269,0.00269663,0.0269387,10.0167,9.98979
194,-0.0010639,-0.00520122,8.96E-08,-0.22053,0.455135,-0.684094,-0.000817274,0.00353861,-0.0002989,0.00355916,-0.00083782,-0.703313,0.00273074,0.0272795,10.0171,9.98979
195,-0.0010639,-0.00520122,8.96E-08,-0.221126,0.458242,-0.679466,-0.000822517,0.00353046,-0.0002994,0.00355273,-0.000844785,-0.600211,0.00276063,0.0275781,10.0174,9.98979
196,-0.00511046,-0.0214168,-1.87E-05,-0.222489,0.458325,-0.673257,-0.000796928,0.00335876,-0.000351854,0.00338962,-0.00082779,-0.501783,0.00277375,0.0277091,10.0175,9.98979
197,1.74E-09,1.97E-09,2.19E-12,-0.221384,0.462713,-0.680669,-0.000825749,0.00362444,-0.000293158,0.00365049,-0.000851799,-0.42667,0.00281795,0.0281507,10.0179,9.98979
198,1.74E-09,1.97E-09,2.19E-12,-0.223022,0.463588,-0.680215,-0.000822718,0.00362549,-0.000299609,0.00364785,-0.000845075,-0.537678,0.0028299,0.0282701,10.0181,9.98979
199,1.74E-09,1.97E-09,2.19E-12,-0.223315,0.471154,-0.677761,-0.000868326,0.00370352,-0.000293723,0.00372881,-0.000893615,-0.424737,0.00285641,0.0285349,10.0183,9.98979
200,1.74E-09,1.97E-09,2.19E-12,-0.223731,0.470566,-0.682769,-0.000876471,0.0036589,-0.000311454,0.00368532,-0.000902899,-0.597652,0.0028733,0.0287037,10.0185,9.98979
201,-0.00511046,-0.0214168,-1.87E-05,-0.222647,0.470444,-0.688001,-0.00081679,0.00351799,-0.000344209,0.00354833,-0.000847124,-0.564329,0.00288656,0.0288361,10.0186,9.98979
202,-0.0010639,-0.00520122,8.96E-08,-0.22575,0.478548,-0.678764,-0.000904708,0.00372117,-0.000297013,0.00374418,-0.000927721,-0.472772,0.00289132,0.0288837,10.0187,9.98979
203,-0.00511046,-0.0214168,-1.87E-05,-0.227093,0.478492,-0.684951,-0.000870864,0.00356223,-0.00039858,0.00359644,-0.000905073,-0.694149,0.00296824,0.0296521,10.0194,9.98979
204,-0.00511046,-0.0214168,-1.87E-05,-0.227014,0.480207,-0.685112,-0.000849361,0.00357535,-0.000398845,0.00360768,-0.000881685,-0.731303,0.00295453,0.0295151,10.0193,9.98979
205,-0.00511046,-0.0214168,-1.87E-05,-0.229477,0.482874,-0.681617,-0.000915329,0.00360951,-0.000387112,0.00364029,-0.00094611,-0.722641,0.00296214,0.0295912,10.0194,9.98979
206,-0.00511046,-0.0214168,-1.87E-05,-0.226509,0.487202,-0.683339,-0.000899331,0.00362214,-0.000431355,0.00365832,-0.000935514,-0.798466,0.00297141,0.0296838,10.0195,9.98979
207,-0.00511046,-0.0214168,-1.87E-05,-0.227373,0.486232,-0.685879,-0.000884837,0.0036516,-0.000378321,0.00368524,-0.000918475,-0.664668,0.00299547,0.0299241,10.0197,9.98979
208,-0.0010639,-0.00520122,8.96E-08,-0.225666,0.492472,-0.681243,-0.000942775,0.00391466,-0.000288916,0.00393732,-0.000965435,-0.592145,0.00304208,0.0303898,10.0202,9.98979
209,-0.00511046,-0.0214168,-1.87E-05,-0.22696,0.493979,-0.683516,-0.000921327,0.00369659,-0.000366565,0.00372856,-0.000953292,-0.557843,0.00305403,0.0305091,10.0203,9.98979
210,-0.00511046,-0.0214168,-1.87E-05,-0.228467,0.49646,-0.686987,-0.000940272,0.00372263,-0.000378866,0.0037545,-0.000972145,-0.663582,0.00306509,0.0306196,10.0204,9.98979
211,-0.00511046,-0.0214168,-1.87E-05,-0.230476,0.500649,-0.681326,-0.000942197,0.00379384,-0.000417954,0.00382907,-0.000977431,-0.718126,0.0030945,0.0309134,10.0207,9.98979
212,-0.00269511,-0.0107,-1.41E-05,-0.229343,0.501906,-0.683492,-0.000944449,0.00389441,-0.000420963,0.00392894,-0.000978981,-0.721794,0.00310723,0.0310405,10.0208,9.98979
213,-0.00511046,-0.0214168,-1.87E-05,-0.231196,0.506135,-0.676209,-0.000958202,0.00381385,-0.000409616,0.0038489,-0.00099325,-0.720037,0.00312206,0.0311887,10.021,9.98979
214,-0.00511046,-0.0214168,-1.87E-05,-0.22999,0.507709,-0.683458,-0.000921377,0.00380786,-0.000357208,0.00383903,-0.000952543,-0.66132,0.00314121,0.03138,10.0212,9.98979
215,-0.00212002,-0.0320536,-2.00E-05,-0.230207,0.512205,-0.683731,-0.000942697,0.00376937,-0.000455295,0.00381058,-0.000983913,-0.648123,0.00317801,0.0317477,10.0215,9.98979
216,-0.00511046,-0.0214168,-1.87E-05,-0.230397,0.511731,-0.683427,-0.00092203,0.00386519,-0.000456218,0.00390518,-0.000962021,-0.819014,0.00319806,0.0319479,10.0217,9.98979
217,0.00192605,-0.0158025,-1.13E-06,-0.231923,0.516981,-0.684341,-0.000992786,0.00403104,-0.000427705,0.00406686,-0.0010286,-0.747582,0.00323062,0.0322732,10.0221,9.98979
218,1.74E-09,1.97E-09,2.19E-12,-0.233623,0.516233,-0.688549,-0.000990274,0.00415967,-0.000393009,0.00418998,-0.00102058,-0.685487,0.00321877,0.0321548,10.0219,9.98979
219,0.000294692,-0.0213133,-1.53E-05,-0.232475,0.523185,-0.683224,-0.000940798,0.00397548,-0.000488532,0.00402345,-0.000988773,-0.713911,0.00322284,0.0321955,10.022,9.98979
220,-0.00511046,-0.0214168,-1.87E-05,-0.231916,0.523979,-0.684994,-0.00100758,0.00397588,-0.000420625,0.00400713,-0.00103883,-0.785082,0.00324663,0.0324332,10.0222,9.98979
221,-0.00269511,-0.0107,-1.41E-05,-0.230105,0.527131,-0.685045,-0.00101036,0.00413836,-0.000431651,0.00417232,-0.00104433,-0.82235,0.00328352,0.0328017,10.0226,9.98979
222,-0.00269511,-0.0107,-1.41E-05,-0.232987,0.531348,-0.682531,-0.000977574,0.00410626,-0.000466028,0.00414859,-0.00101991,-0.794721,0.00328197,0.0327862,10.0226,9.98979
223,-0.00511046,-0.0214168,-1.87E-05,-0.232851,0.533478,-0.684214,-0.000987365,0.00405771,-0.000431964,0.00409267,-0.00102233,-0.689875,0.00334812,0.0334471,10.0232,9.98979
224,1.74E-09,1.97E-09,2.19E-12,-0.233073,0.536008,-0.686581,-0.00102449,0.00428814,-0.000373045,0.00431574,-0.00105209,-0.694061,0.00334073,0.0333732,10.0232,9.98979
225,-0.0010639,-0.00520122,8.96E-08,-0.231457,0.539917,-0.686245,-0.00101689,0.00433958,-0.000326431,0.00436424,-0.00104154,-0.663632,0.00338476,0.0338131,10.0236,9.98979
226,-0.0010639,-0.00520122,8.96E-08,-0.233098,0.542563,-0.684739,-0.00102186,0.00437658,-0.000366638,0.00440189,-0.00104717,-0.645959,0.00337924,0.0337579,10.0236,9.98979
227,-0.00212002,-0.0320536,-2.00E-05,-0.230466,0.542902,-0.681265,-0.0010185,0.00410015,-0.000478581,0.0041449,-0.00106325,-0.640447,0.00343363,0.0343012,10.0241,9.98979
228,-0.00511046,-0.0214168,-1.87E-05,-0.231508,0.546745,-0.678988,-0.00105173,0.00414756,-0.000470767,0.0041855,-0.00108967,-0.791377,0.00343382,0.0343031,10.0241,9.98979
229,-0.00269511,-0.0107,-1.41E-05,-0.233047,0.549675,-0.685493,-0.0010306,0.0043087,-0.000481281,0.00434568,-0.00106758,-0.888775,0.00344762,0.034441,10.0242,9.98979
230,1.74E-09,1.97E-09,2.19E-12,-0.232533,0.551494,-0.68839,-0.00105962,0.00453809,-0.000396291,0.00456426,-0.00108579,-0.761298,0.00345343,0.034499,10.0243,9.98979
231,1.74E-09,1.97E-09,2.19E-12,-0.233166,0.55539,-0.686734,-0.00109967,0.00450123,-0.000395441,0.00452902,-0.00112747,-0.748326,0.00349116,0.034876,10.0247,9.98979
232,-0.00511046,-0.0214168,-1.87E-05,-0.233198,0.555649,-0.688356,-0.00103686,0.00427742,-0.000415368,0.00431352,-0.00107296,-0.555411,0.00350014,0.0349657,10.0248,9.98979
233,-0.0010639,-0.00520122,8.96E-08,-0.232483,0.561261,-0.690723,-0.00107574,0.0045109,-0.000402977,0.00454129,-0.00110612,-0.797471,0.00353432,0.0353071,10.0251,9.98979
234,-0.00511046,-0.0214168,-1.87E-05,-0.23364,0.559967,-0.689655,-0.00106804,0.0043419,-0.000472364,0.0043797,-0.00110585,-0.72059,0.0035325,0.0352889,10.0251,9.98979
235,-0.00511046,-0.0214168,-1.87E-05,-0.23211,0.566055,-0.683576,-0.00105629,0.00435798,-0.000455088,0.0043973,-0.00109562,-0.660871,0.00356854,0.035649,10.0254,9.98979
236,-0.00511046,-0.0214168,-1.87E-05,-0.23359,0.566311,-0.687742,-0.00106753,0.00437838,-0.000462831,0.00441514,-0.00110428,-0.789542,0.00357181,0.0356816,10.0255,9.98979
237,1.74E-09,1.97E-09,2.19E-12,-0.231968,0.568806,-0.69322,-0.00111018,0.00465928,-0.000377544,0.00468691,-0.00113781,-0.547373,0.00360894,0.0360525,10.0258,9.98979
238,1.74E-09,1.97E-09,2.19E-12,-0.233147,0.571625,-0.687543,-0.00111147,0.00472841,-0.000392401,0.00475598,-0.00113904,-0.700677,0.00363812,0.036344,10.0261,9.98979
239,-0.0010639,-0.00520122,8.96E-08,-0.233811,0.57812,-0.68562,-0.0011366,0.00472651,-0.000351555,0.00475206,-0.00116216,-0.722416,0.00366597,0.0366223,10.0264,9.98979
240,1.74E-09,1.97E-09,2.19E-12,-0.233808,0.577047,-0.688037,-0.00111726,0.00474863,-0.000385669,0.00477545,-0.00114408,-0.652061,0.00368141,0.0367765,10.0266,9.98979
241,-0.00511046,-0.0214168,-1.87E-05,-0.234645,0.581511,-0.686994,-0.00106905,0.00450917,-0.000416337,0.00454433,-0.00110421,-0.684106,0.00369537,0.0369159,10.0267,9.98979
242,-0.00511046,-0.0214168,-1.87E-05,-0.23332,0.582314,-0.689355,-0.00111865,0.00454461,-0.000441338,0.00457901,-0.00115304,-0.632453,0.00372488,0.0372108,10.027,9.98979
243,-0.00511046,-0.0214168,-1.87E-05,-0.233812,0.586167,-0.687285,-0.0011095,0.00455032,-0.00046487,0.0045885,-0.00114768,-0.647307,0.00374833,0.037445,10.0272,9.98979
244,1.74E-09,1.97E-09,2.19E-12,-0.233467,0.588073,-0.68792,-0.00117164,0.00485898,-0.000440904,0.00488761,-0.00120026,-0.780985,0.00376735,0.0376351,10.0274,9.98979
245,0.00298948,-0.0105897,-1.22E-06,-0.234724,0.59217,-0.684831,-0.00115509,0.00478254,-0.000472262,0.00482043,-0.00119299,-0.69212,0.00376122,0.0375738,10.0274,9.98979
246,-0.00269511,-0.0107,-1.41E-05,-0.233827,0.592439,-0.689818,-0.00115215,0.00478019,-0.000500479,0.00481666,-0.00118861,-0.761103,0.00380602,0.0380213,10.0278,9.98979
247,1.74E-09,1.97E-09,2.19E-12,-0.233607,0.59842,-0.687997,-0.0011691,0.0049228,-0.000373872,0.00495036,-0.00119666,-0.712062,0.00381939,0.0381549,10.0279,9.98979
248,1.74E-09,1.97E-09,2.19E-12,-0.233956,0.598841,-0.686753,-0.00121017,0.0049371,-0.000397967,0.0049656,-0.00123867,-0.761201,0.00381088,0.0380699,10.0279,9.98979
249,-0.00269511,-0.0107,-1.41E-05,-0.232539,0.602539,-0.687605,-0.00113886,0.00479579,-0.000513108,0.00483772,-0.00118078,-0.826635,0.00386508,0.0386114,10.0284,9.98979
250,-0.00511046,-0.0214168,-1.87E-05,-0.232291,0.603077,-0.68961,-0.00116911,0.00473849,-0.000447925,0.00477749,-0.00120811,-0.651724,0.00386556,0.0386162,10.0284,9.98979
251,1.74E-09,1.97E-09,2.19E-12,-0.23533,0.607727,-0.684717,-0.00124877,0.00501885,-0.000401298,0.00504618,-0.0012761,-0.597394,0.0038941,0.0389012,10.0287,9.98979
252,-0.00511046,-0.0214168,-1.87E-05,-0.232976,0.609995,-0.690619,-0.00119167,0.00473916,-0.00047126,0.00477974,-0.00123226,-0.615862,0.00390798,0.0390399,10.0288,9.98979
253,-0.00511046,-0.0214168,-1.87E-05,-0.234858,0.612641,-0.691746,-0.00117906,0.00479736,-0.000449319,0.00483731,-0.00121902,-0.570069,0.00394594,0.0394191,10.0292,9.98979
254,-0.00511046,-0.0214168,-1.87E-05,-0.234329,0.615476,-0.692989,-0.00115957,0.00480528,-0.00045896,0.00484004,-0.00119433,-0.716797,0.00397473,0.0397067,10.0295,9.98979
